"STUDY_PROGRAMME_ID","NAME_CS","NAME_EN","FACULTY_ID","P_TYPE","P_FORM","GRADUATE_PROFILE_CS","GRADUATE_PROFILE_EN","JAZYK"
P0613D140009,Informatika - Softwarové systémy,Computer Science - Software Systems,"11320",D,D,"Absolvent disponuje odbornými znalostmi v klíčových oblastech informatiky týkajících se softwarových systémů. Tyto znalosti je schopen rozvíjet samostatným i týmovým výzkumem, aplikovat v praxi a předávat ve výuce. Absolvent má také obecné znalosti a dovednosti potřebné k systematickému získávání a aplikaci poznatků při řešení problémů – je schopen výstižně charakterizovat problém, systematicky získat potřebné poznatky, tvořivě je aplikovat při řešení problému, a konečně obhájit své řešení v mezinárodní konkurenci. Absolvent je schopen průběžné adaptace na podmínky a požadavky praxe v kontextu intenzivně se vyvíjejícího oboru.
","The graduate possesses advanced computer science knowledge in the software systems domain, and can further expand this knowledge through both individual and team research activities, apply this knowledge in practice, and pass it on through teaching. The graduate also commands general knowledge and skills required to systematically apply specialized knowledge in problem solving – identifying the problem at hand, collecting relevant information, creatively applying this information to solve the problem, and defending the solution in competitive international contexts. The graduate can adapt to the conditions and requirements of dynamically evolving software systems practice.
",CS
N0533A110020,Matematické a počítačové modelování ve fyzice,Mathematical and Computational Modelling in Physics,"11320",N,D,"Velmi dobré znalosti matematických i fyzikálních disciplín, vysoká flexibilita, schopnost problémy formulovat, analyzovat a následně i numericky řešit, jsou zárukou velmi dobrého uplatnění v řadě oblastí a to v akademických (nejen v oblastech aplikované matematiky a fyziky, ale i v jiných vědních oborech jako např. vědě o materiálech, biologii, lékařství) i v komerčních sférách (bankovnictví, softwarové firmy, průmysl).
","A very good knowledge of both mathematics and physics, high flexibility, the ability to formulate and analyze various problems at a theoretical level, combined with skills in numerical mathematics guarantee the students good professional prospects. They are able to work successfully not only in applied mathematics and physics, material science, mathematical modelling in biology or medical science but also in the commercial sector (banking, software engineering, industrial research).
",CS
P0619D140003,Teoretická informatika a umělá inteligence,Theoretical Computer Science and Artificial Intelligence,"11320",D,E,"Absolvent má odborné znalosti v klíčových oblastech teoretické informatiky a umělé inteligence, jako je návrh a analýza algoritmů a datových struktur, práce s velkými daty a řešení komplexních problémů vyžadující integraci více přístupů. Tyto znalosti dokáže použít a rozvíjet samostatnou i týmovou prací, využít je v praxi a dále je předávat. Disponuje znalostmi a dovednostmi pro systematické získávání, kritické zpracování a aplikaci poznatků při řešení nových a složitých problémů (teoretických i aplikovaných). Je schopen sledovat vývoj svého oboru. 
Absolvent může pracovat ve výzkumných institucích a na VŠ v ČR i v zahraničí a ve firmách z oblasti IT na výzkumných, vývojových, expertních a řídících pozicích.

","A graduate has knowledge in all important areas of theoretical computer science and artificial intelligence such as design and analysis of algorithms and data structures, processing big data and solving complex problems requiring integration of more approaches. He/she can use it competently in both individual and team work, apply it in practice and communicate it to other members of the team. He/she has the knowledge and skills for a systematic gathering, critical processing, and application of ideas and information which are necessary for solving new complex problems (both theoretical and applied). He/she is capable to keep up with the development of his/her field.
A graduate finds jobs in R&D institutions and on universities worldwide, and in IT companies in research, development, expert and manager positions.

",CS
P0533D110011,Fyzika Země a planet,Physics of the Earth and Planets,"11320",D,E,"Absolvent je schopen samostatně a tvůrčím způsobem řešit výzkumné úkoly v oblasti fyziky Země a planet. Dokáže konstruovat matematické modely problémů, navrhnout a realizovat numerické řešení a kriticky interpretovat výsledky. Výsledky své odborné práce je schopen přehledně a srozumitelně sdělovat formou prezentací a odborných textů.
","The graduate is capable to carry out the independent and creative scientific research in the field of the Physics of the Earth and planets. He/she is able to design and numerically solve mathematical models of the physical processes and interpret and present their results. 
",CS
N0533A110015,"Fyzika atmosféry, meteorologie a klimatologie","Atmospheric Physics, Meteorology and Climatology","11320",N,D,"Absolventi mají široké znalosti fyziky, zejména v kontextu atmosférických procesů, a souvisejících matematických metod. Jsou připraveni k řešení úkolů základního i aplikovaného výzkumu i pro využití znalostí v praxi. Vědomostně jsou zaměřeni především na problematiku dynamiky, termodynamiky, energetiky a cirkulace atmosféry s možnou aplikací v oblasti numerických diagnostických a prognostických modelů a v hydrometeorologické službě. Dále jsou obeznámeni s oblastí transportu, transformace a modelování znečišťujících příměsí v atmosféře a s oblastí klimatologie včetně struktury a dynamiky klimatického systému i modelování klimatu, antropogenních vlivů na klima, klimatické změny apod. 
","Graduates have broad knowledge of physics, especially with regard to atmospheric processes, and related mathematical methods. They are ready to engage in the tasks of basic and applied research as well as able to use their knowledge in practice. Content is is focused mainly on atmospheric dynamics, thermodynamics, energy and air circulation, with possible applications in the field of numerical diagnostic and prognostic models and in the hydrometeorological services. It also involves knowledge of transport, transformation and modelling of pollutants in the atmosphere as well as the climatology, including the structure and dynamics of the climate system, climate modelling, anthropogenic effects on climate, or climate changes in general. 
",CS
P0533D110009,"Fyzika atmosféry, meteorologie a klimatologie","Atmospheric physics, meteorology and climatology","11320",D,E,"Absolvent získává komplexní vědeckou erudici pro studium atmosférických procesů v širším kontextu s dalšími procesy probíhajícími v klimatickém systému i přilehlé části vnějšího meziplanetárního prostoru. Oblast znalostí absolventů je charakterizována zejména tématy fyzika atmosféry, dynamická a synoptická meteorologie, modelování atmosférických procesů, klimatologie a změny klimatu, děje v mezní vrstvě atmosféry, turbulence a modelování proudění, chemismus atmosféry a kvalita ovzduší anebo charakteristiky vyšších vrstev atmosféry. Absolvent je připraven tvůrčím způsobem uplatňovat svoje znalosti a kompetence na akademických pracovištích, v resortním výzkumu i v různých aplikovaných odvětvích komerční sféry. ","The graduate acquires comprehensive scientific knowledge necessary for the study of atmospheric processes within a wider context of other processes occurring in the climate system and the adjacent interplanetary space. The scope of knowledge gained by the graduate includes, in particular, the following areas: atmospheric physics, dynamic and synoptic meteorology, modelling of atmospheric processes, climatology and climate changes, processes in the boundary layer of the atmosphere, turbulences and flow modelling, atmospheric chemistry and air quality or characteristics of the higher atmosphere. The graduate is prepared to creatively work with the acquired knowledge and competence in academic environments, within departmental research and in various applied fields of commerce.",CS
N0533A110027,Teoretická fyzika,Theoretical Physics,"11320",N,D,"Absolvent má ucelený přehled o základních oborech fyziky a pokročilé znalosti stěžejních směrů teoretické fyziky – statistické fyziky, obecné teorie relativity a kvantové teorie. Podle volby z nabídky výběrových předmětů a tématu diplomové práce získal hlubší vědomosti v některých ze speciálnějších oblastí teoretické fyziky. Vedle toho má přehled o matematických a počítačových metodách obecnější platnosti a rovněž znalost angličtiny nezbytnou pro odbornou komunikaci. Nabyté vzdělání absolventa kvalifikuje pro vědeckou práci v oboru, ale díky své šíři mu umožní uplatnit se i v jiných oblastech, ve kterých je nutné analyzovat a modelovat složité přírodní či společenské procesy.","Graduates have a solid grasp of the main branches of physics and advanced knowledge of the key subjects of theoretical physics, including statistical physics, general theory of relativity and quantum theory. They have gained a deeper understanding of more specialized areas of theoretical physics depending on the topic of their diploma thesis and on their selection from a broad choice of elective courses. In addition, they achieved expertise in widely applicable mathematical and numerical methods, as well as proficiency in English necessary for professional communication. The acquired education qualifies graduates for pursuing scientific research in the field and prepares them more generally for work positions involving analysis and modelling of complex natural or social processes.",CS
P0533D110025,Fyzika nanostruktur a nanomateriálů,Physics of nanostructures and nanomaterials,"11320",D,D,"Absolvent doktorského SP Fyzika nanostruktur a nanomateriálů bude disponovat teoretickými i praktickými znalostmi ve fyzice nízkodimenzionálních struktur na bázi polovodičů, kovů a dielektrických materiálů, jakož i biologických, plasmonických a hybridních nanostruktur. Dle zaměření disertační práce bude odborníkem v přípravě některých typů nanostruktur a v použití fyzikálních experimentálních resp. teoretických metod pro jejich diagnostiku a studium. Absolventi studijního oboru se uplatní v základním fyzikálním, chemickém nebo biofyzikálním výzkumu, aplikovaném materiálovém výzkumu, biomedicínském inženýrství, výzkumu procesů katalýzy, nanofluidice, nanoelektronice, výzkumu nano- a mikromechanických systémů i v průmyslové
nanotechnologii.
","The graduate of the PhD study branch Physics of nanostructures will be competent in the theoretical and experimental physics of low-dimensional structures in semiconductor, metallic, and dielectric materials, as well as biological, plasmonic, and hybrid nanostructures. According to the focus of the PhD thesis, he/she will be an expert in the preparation and growth of various types of nanostructures and in the application of experimental and theoretical methods of their investigation. The graduates can practice in basic physical, chemical or biophysical research, as well as in applied material research, biomedical engineering, catalysis research, nanofluidics, in the research of micro- and nanomechanic systems, and industrial nanotechnology.
",CS
N0114A300066,Učitelství matematiky pro střední školy,Teacher Education of Mathematics for Upper Secondary Schools,"11320",N,D,,,CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Anglický jazyk a literatura se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study English Language and Literature for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má obecně i oborově učitelské a odborné kompetence nutné pro pokračování v NMgr. studiu učitelství anglického jazyka a literatury, oborů blízkých a studiu oborovém; a pro výkon profese vyžadující znalost anglického jazyka, literatury a kultury na Bc. úrovni.","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates are equipped with academic and pedagogical skills required for continuation in the master’s degree course in the teaching of English language and literature, or in related subjects. Graduates are qualified for positions which require a bachelor’s degree in the field.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Francouzský jazyk a literatura se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study French Language and Literature for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má obecně i oborově učitelské a odborné kompetence nutné pro pokračování v NMgr. studiu učitelství francouzského jazyka a literatury, oborů blízkých a studiu oborovém. Disponuje výbornou znalostí francouzského jazyka (C1) a metod jeho vyučování a orientuje se ve francouzské literatuře a historii.","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates are equipped with academic and pedagogical skills required for continuation in the master’s degree course in the teaching of French language and literature, or in related subjects. They have excellent skills in the French language (C1 level) and expertise in the teaching thereof as well as a grounding in French literature and history.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Informatika se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study Computer Science for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má přehled o základních metodách a postupech informatiky, rozumí jim a je schopen používat je. Je obeznámen s didaktikou informatiky a má počáteční pedagogické zkušenosti. Je tak všestranně připraven zejména pro navazující magisterské studium učitelství informatiky, ale může nalézt přímé uplatnění i ve sféře IT.","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates are familiar with the fundamentals of computer science, they understand them and they are able to use them. They also have basic knowledge of didactics and elementary pedagogical experience. The acquired skills provide a good background for subsequent master level study as well as sufficient knowledge for immediate employment in any IT area.",CS
N0533A110012,Biofyzika a chemická fyzika se specializací Experimentální biofyzika a chemická fyzika,Biophysics and Chemical Physics with specialisation in Experimental Biophysics and Chemical Physics,"11320",N,D,"Absolvent má znalosti z experimentálních metod biofyziky a chemické fyziky, zejména optických a dalších spektroskopických metod, strukturní analýzy a zobrazovacích technik, vedle toho i z kvantové teorie a statistické fyziky molekul a molekulárních systémů. Výběrem povinně volitelných předmětů a diplomové práce se absolventům dosáhne hlubšího vzdělání v oblasti biochemie a molekulární biologie, biofyziky fotosyntézy či strukturních metod. Prostřednictvím pravidelných seminářů získají studenti představu o současných problémech řešených v jednotlivých oborech a o metodách vědecké práce. Nabyté vzdělání nabízí absolventům uplatnění i v mezioborových týmech zabývajících se fyzikou, biologií, chemií, medicínou, materiálovým výzkumem, bio- a nano-technologiemi či farmacií.","The graduate has knowledge of experimental methods of biophysics and chemical physics, especially optical and other spectroscopic methods, structural analysis and imaging techniques, and also quantum theory and statistical physics of molecules and molecular systems. By selecting curriculum and diploma the graduates will gain deeper education in the field of biochemistry and molecular biology, biophysics of photosynthesis or structural methods. Through regular seminars the students will get an idea of the current problems solved in individual fields and methods of scientific work. The acquired education offers graduates the opportunity to apply in interdisciplinary teams dealing with physics, biology, chemistry, medicine, material research, bio- and nano-technologies or pharmacies.",CS
N0541A170023,"Pravděpodobnost, matematická statistika a ekonometrie se specializací Matematická statistika","Probability, Mathematical Statistics and Econometrics with specialisation in Mathematical Statistics","11320",N,D,"Absolvent studijního programu Pravděpodobnost, matematická statistika a ekonometrie má pokročilé znalosti v základních oblastech matematiky náhody (teorie pravděpodobnosti, matematická statistika, optimalizace), rozumí jejich vzájemným souvislostem, jakož i souvislostem s dalšími matematickými obory. Je schopen aplikovat pokročilé teoretické metody při řešení konkrétních problémů. Je připraven na vysoce kvalifikovanou práci v různých odvětvích (ekonomika, technika, finanční sféra, přírodní i humanitní vědy) i na doktorské studium. 
Absolvent má hluboké teoretické i praktické znalosti statistických metod, které jsou používány pro analyzování různých druhů dat (spojité, diskrétní, opakovaně měřené, skupinkově závislé, censorované, mnohorozměrné...).  ","A graduate of the study program Probability, Mathematical Statistics and Econometrics has advanced knowledge in basic areas of mathematics of chance (probability theory, mathematical statistics, optimization) and understands their mutual connections, including connections to other areas of mathematics. He or she is able to apply advanced theoretical methods to solving particular problems. He or she is prepared for a highly qualified work as a specialist in diverse areas (economics, technics, finance, science and humanities) and also for a PhD study as well.
Next to that a graduate of the specialization Mathematical Statistics has advanced theoretical as well as applied knowledge of statistical methods that are used to analyse different types of data encountered in practice (discrete, clustered, censored, multivariate...).  
",CS
B0541A170011,Obecná matematika,General Mathematics,"11320",B,D,"Absolvent oboru Obecná matematika má všeobecné vědomosti v základních odvětvích matematiky, zejména v matematické analýze, algebře lineární i obecné, geometrii, pravděpodobnosti a statistice, numerické analýze, a hlubší znalosti ve vybrané užší oblasti. Osvojil si principy matematického uvažování a logického myšlení, nejdůležitější teoretické výsledky umí přesně zformulovat nebo odvodit. Chápe vztahy a souvislosti mezi jednotlivými odvětvími matematiky. Teoretické poznatky umí použít k řešení vybraných praktických problémů. Je připravován především pro další studium matematiky a příbuzných oborů, ale své schopnosti logického myšlení a tvůrčího řešení problémů může uplatnit i v řadě praktických zaměstnání.","The graduate of the bachelor’s programme of General Mathematics has obtained a general knowledge of basic mathematical disciplines, especially mathematical analysis, linear as well as general algebra, geometry, probability and statistics, numerical analysis, and a deeper knowledge in a specialized field. He/she has mastered the principles of mathematical thinking and logical reasoning and can formulate or derive the most important theoretical results. He/she understands the relationships between different mathematical disciplines and is able to apply theoretical results to solve selected practical problems. The graduate is primarily prepared for continuing education in mathematical disciplines but his/her logical reasoning abilities and creative approach to problem solving can be applied in a number of practical occupations.",CS
P0542D170001,"Pravděpodobnost a statistika, ekonometrie a finanční matematika","Probability and statistics, econometrics and financial mathematics","11320",D,D,"Absolventi mají pokročilé vědomosti z teorie pravděpodobnosti, matematické statistiky a optimalizace, vycházející z abstraktní matematiky. Jsou schopni využívat nové vědecké poznatky,  matematické metody a moderní výpočetní postupy, rozvíjet je s ohledem na řešený problém a kriticky je hodnotit. Jsou předurčeni k systematické analytické práci, mají schopnosti publikovat dosažené výsledky a prezentovat je na mezinárodních vědeckých konferencích. Jsou vychováni k akademické dráze na univerzitách a ve výzkumných institucích, též ve firmách s potřebou aplikovaného výzkumu a vývoje. Se znalostmi ekonomie jsou vedeni ke konstruování ekonometrických modelů, zvládají modelování a řízení složitých ekonomických systémů včetně finančních a pojistných projektů.
","The graduates have advanced knowledge in probability theory, mathematical statistics and optimization, based on abstract mathematics. They are able to make use of new scientific achievements, mathematical methods and modern computational tools, develop and critically evaluace them. They are educated to a systematic analytical work and capable of publishing their results, presenting them at international conferences and meetings. The graduates are recommended for an academic career at universities and scientific institutes, also in companies with a need of applied research and development. Those oriented to economical background are lead to the construction of econometric models, they manage modeling and control of complex economical systems including financial and insurance projects.
",CS
N0688A140013,Informatika - Jazykové technologie a počítačová lingvistika,Computer Science - Language Technologies and Computational Linguistics,"11320",N,D,"Absolvent má dobrou znalost matematicko-informatických základů počítačového zpracování přirozeného jazyka, teoretických základů formálního popisu jazyka i metod strojového učení. Získané znalosti je schopen uplatnit v návrhu a realizaci systémů pro zpracování přirozených jazyků a systémů pro práci s rozsáhlými kolekcemi nestrukturovaných i strukturovaných dat (např. vyhledávání informací, strojový překlad, sumarizace, zpracování řeči). Absolvent je vybaven potřebnými znalostmi a praktickými dovednostmi (programování, práce v týmu), které najdou uplatnění ve všech oblastech zabývajících se aplikacemi v oblasti komunikace člověk-počítač. Má též matematické, statistické a informatické znalosti pro práci v oblasti  informačních a komunikačních technologií obecně.","The graduate is familiar with mathematical and algorithmic foundations of automatic natural language processing, with theoretical foundations of formal description of natural languages, as well as with state-of-the-art machine learning techniques. Graduates have the ability to apply the knowledge acquired during their studies in the design and development of systems automatically processing natural language and large quantities of both structured and unstructured data, such as information retrieval, question answering, summarization and information extraction, machine translation and speech processing. They are equipped with good knowledge, skills, and experience in software development and teamwork applicable in all areas involving the development of applications aiding human-computer interaction and/or machine learning.",CS
B0613A140006,Informatika se specializací Webové a datově orientované programování,Computer Science with specialisation in Web and Data Oriented Programming,"11320",B,D,"Absolvent je specialistou v návrhu a vývoji software orientovaného (nejen) na zpracování dat, internetových aplikací a webových služeb. Je schopen se orientovat v různých webových architekturách a platformách databázových systémů, je také připraven na práci datového analytika, a to v doménách multimediálních, relačních i nerelačních velkých dat, sociálních sítí. Má dostatečný základ vědomostí pro navazující magisterské studium informatiky.","The graduate is a specialist in the design and development of software geared among others at data processing, internet applications, and web services. He/she is capable of navigating in various web architectures and database system platforms, and is also prepared for the job of a data analyst in multimedia domains, in relational and non-relational big data, and in social networks. A graduate possesses sufficient knowledge needed for a successful continuing study of computer science on a master level.",CS
B0541A170014,Matematické modelování,Mathematical Modelling,"11320",B,D,"Absolvent získal základní teoretické znalosti o matematických analytických a numerických metodách potřebných pro matematické modelování přírodních jevů, přičemž se zejména jedná o metody pro studium dynamických systémů popsaných obyčejnými nebo parciálními diferenciálními rovnicemi. Příslušné matematické metody dokáže uplatnit při počítačových výpočtech ve vybraných vědních oborech. Absolvent je schopen navrhnout jednoduché matematické modely pro dané přírodní/technické/společenské jevy, prozkoumat základní matematické vlastnosti navržených modelů, vybrat odpovídající numerickou metodu pro počítačové zpracování a vyhodnotit možnosti a omezení daných modelů z hlediska jejich využitelnosti při zkoumání odpovídajících praktických otázek.

","The graduate has basic theoretical knowledge of mathematical, analytical, and numerical methods applicable in the mathematical modeling of natural phenomena. In particular, he/she knows fundamental mathematical methods for the study of dynamical systems described by ordinary or partial differential equations, and he/she knows how to apply the methods in selected scientific disciplines. The graduate is able to design simple mathematical models for given natural/technical/social phenomena, analyse the basic mathematical properties of the proposed models, select the appropriate numerical method for their computer processing, and evaluate the benefits and limitations of the models in terms of their applicability in answering relevant practical questions.
",CS
N0533A110017,Fyzika povrchů a plazmatu,Surface and Plasma Physics,"11320",N,D,"Absolventi mají pokročilé znalosti ve fyzice povrchů, fyzice plazmatu a souvisejících experimentálních metodách i postupech počítačového modelování se spolehlivým základem v obecných oblastech fyziky a matematiky. Získané znalosti a dovednosti jsou schopni uplatnit jak v základním, tak i aplikovaném výzkumu na vysokých školách, akademických pracovištích, ve vědeckých a technologických centrech, ale i v průmyslové sféře a veřejné správě.
","Graduates have advanced knowledge in surface physics, plasma physics and related experimental methods and computer modeling practices with a solid foundation in general areas of physics and mathematics. The acquired knowledge and skills can apply both in basic and applied research at higher education institutions, academic institutions, scientific and technological centers, as well as in the industry and public administration.
",CS
P0541D170017,"Geometrie, topologie, a globální analýza","Geometry, topology, and global analysis","11320",D,E,"Absolvent(ka) získal(a) rozsáhlou a důkladnou znalost teoretických základů hlavních matematických disciplín daného programu. Je  schopen (schopna) se učit a užívat nové matematické poznatky, nové matematické metody a teorie, rozvíjet je a používat je, a presentovat jejich výsledky na mezinárodních vědeckých konferencích. Jsou předurčeni k akademické dráze na univerzitách a výzkumných ústavech, a ve firmách, které mají oddělení pro aplikovaný výzkum a vývoj. Jejich vzdělání je velmi vhodné pro aplikace v matematické fyzice.
","The graduate has a broad and comprehensive knowledge of theoretical foundations of main mathematical disciplines of the program. He/she is trained to learn and use new scientific achievements, new mathematical methods and theories, to develop them and to apply them, and to present their results at international conferences and meetings. The graduates are very suitable for an academic career at universities, scientific institutes, and also in companies having applied research and development branches. Their education is in particular suitable for applications in mathematical physics.
",CS
P0533D110015,Fyzika povrchů a rozhraní,Physics of Surfaces and Interfaces,"11320",D,D,"Absolventi programu mají široké vzdělání ve fyzice povrchů a tenkých vrstev, založené na znalosti fyzikálních vlastností povrchů a rozhraní pevných látek a fyzikálních procesů, které na nich probíhají. Umí používat moderní metody analýzy povrchů a získali praktické zkušenosti s řadou špičkových experimentálních technik využívaných na školicích pracovištích. Témata disertací se dotýkají základního výzkumu v oblasti fyziky materiálů a nanotechnologií. Experimentální přístup je spojen s řešením studovaných problémů na teoretické úrovni. Absolventi se uplatňují v domácích i zahraničních institucích v oblasti materiálového výzkumu, nanotechnologií a díky speciálním znalostem z oblasti analýzy povrchů i v průmyslovém aplikovaném výzkumu.
","Graduates obtain deep education in physics of surfaces and thin films based on knowledge of physical properties of solid state surfaces and interfaces and of physical processes related. The graduates are prepared for using modern methods of surface analysis and have got practical experience with a number of top experimental techniques used in surface science. PhD theses are focused on problems of basic research in material science and nanophysics. Experimental approach is in close relation with theoretical study of problems. Graduates successfully work in Czech or foreign scientific institutions focused on materials research and nanotechnologies. Special knowledge on surface analysis makes them desirable for applied research in industry.
",CS
P0619D140003,Teoretická informatika a umělá inteligence,Theoretical Computer Science and Artificial Intelligence,"11320",D,D,"Absolvent má odborné znalosti v klíčových oblastech teoretické informatiky a umělé inteligence, jako je návrh a analýza algoritmů a datových struktur, práce s velkými daty a řešení komplexních problémů vyžadující integraci více přístupů. Tyto znalosti dokáže použít a rozvíjet samostatnou i týmovou prací, využít je v praxi a dále je předávat. Disponuje znalostmi a dovednostmi pro systematické získávání, kritické zpracování a aplikaci poznatků při řešení nových a složitých problémů (teoretických i aplikovaných). Je schopen sledovat vývoj svého oboru. 
Absolvent může pracovat ve výzkumných institucích a na VŠ v ČR i v zahraničí a ve firmách z oblasti IT na výzkumných, vývojových, expertních a řídících pozicích.

","A graduate has knowledge in all important areas of theoretical computer science and artificial intelligence such as design and analysis of algorithms and data structures, processing big data and solving complex problems requiring integration of more approaches. He/she can use it competently in both individual and team work, apply it in practice and communicate it to other members of the team. He/she has the knowledge and skills for a systematic gathering, critical processing, and application of ideas and information which are necessary for solving new complex problems (both theoretical and applied). He/she is capable to keep up with the development of his/her field.
A graduate finds jobs in R&D institutions and on universities worldwide, and in IT companies in research, development, expert and manager positions.

",CS
P0533D110023,"Biofyzika, chemická a makromolekulární fyzika","Biophysics, Chemical and Macromolecular Physics","11320",D,D,"Absolvent tohoto doktorského programu je odborník připravený pro samostatnou vědeckou práci v základním i aplikovaném výzkumu v interdisciplinárních oblastech mezi fyzikou, chemií a biologií. Má hluboké znalosti odpovídajících experimentálních i teoretických metod i znalosti v oblastech chemie (biologie) potřebné pro zapojení do vědeckých týmů s chemickým či biologickým zaměřením. Velmi dobře se uplatňuje v oborech biofyzika, biochemie, fyzikální chemie a chemická fyzika, makromolekulární fyzika a chemie, mikrobiologie i v biologických směrech lékařského výzkumu na výzkumných akademických nebo vývojových pracovištích stejně jako vedoucí odborník v laboratořích zaměřených na fyzikálně-chemické či biologicko-fyzikální analýzy.","The graduate from this curriculum is a specialist qualified for an independent basic or applied research work in the interdisciplinary fields at the border on physics, chemistry and biology. He has got deep knowledge of relevant physical experimental and theoretical methods as well as the acquaintance with fundamentals of chemistry (biology) necessary for his integration to research teams with chemical or biological orientation. He is successful in domains of biophysics, biochemistry, physical chemistry and chemical physics, macromolecular physics and chemistry, microbiology or biological directions of medical research at academic and development research institutions, as well as a key specialist in laboratories of physico-chemical or biologico-physical analyses.",CS
P0533D110011,Fyzika Země a planet,Physics of the Earth and Planets,"11320",D,D,"Absolvent je schopen samostatně a tvůrčím způsobem řešit výzkumné úkoly v oblasti fyziky Země a planet. Dokáže konstruovat matematické modely problémů, navrhnout a realizovat numerické řešení a kriticky interpretovat výsledky. Výsledky své odborné práce je schopen přehledně a srozumitelně sdělovat formou prezentací a odborných textů.
","The graduate is capable to carry out the independent and creative scientific research in the field of the Physics of the Earth and planets. He/she is able to design and numerically solve mathematical models of the physical processes and interpret and present their results. 
",CS
B0114A140002,Informatika se zaměřením na vzdělávání,Computer Science for Teacher Education,"11320",B,D,,,CS
P0541D170012,Matematické a počítačové modelování,Mathematical and computer modeling,"11320",D,E,"Držitel diplomu absolvoval program doktorského studia, který je kombinovaný mezi matematikou a klasickou fyzikou, a je zaměřen na modelování ve fyzice pevných látek, kapalin  a plynů, případně s aplikacemi ve vědě o materiálech, geofyzice, biologii a v lékařství. Podle zaměření doktorské dizertační práce se student věnoval tvorbě a vlastnostem modelů mechaniky a termodynamiky tekutin a tuhých látek, související matematickou a numerickou analýzou odpovídajících systémů parciálních diferenciálních rovnic či jejich numerickému řešení. Absolventi tohoto programu vykazují dobré znalosti v  matematické a numerické analýze, v klasické fyzice a v aplikacích numerických metod a umí problémy reálného světa formulovat, analyzovat a numericky řešit.
","The holder of the diploma graduated from the doctoral study of a program which is combined between mathematics and classical physics and is directed to modelling in the physics of solids, liquids and gases with possible applications in the material science, geophysics, biology or medicine. Due to the content of the doctoral thesis the student dealt with creation or properties of models in mechanics and thermodynamics of fluids and solids, the connected mathematical or numerical analysis of the corresponding systems of partial differential equations or their numerical solution. The graduates of this program have good knowledge of mathematical and numerical analysis, classical physics and applications of numerical methods, and are able to fomulate, analyze and numerically solve real world problems.
",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Informatika se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study Computer Science for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má přehled o základních metodách a postupech informatiky, rozumí jim a je schopen používat je. Je obeznámen s didaktikou informatiky a má počáteční pedagogické zkušenosti. Je tak všestranně připraven zejména pro navazující magisterské studium učitelství informatiky, ale může nalézt přímé uplatnění i ve sféře IT.","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates are familiar with the fundamentals of computer science, they understand them and they are able to use them. They also have basic knowledge of didactics and elementary pedagogical experience. The acquired skills provide a good background for subsequent master level study as well as sufficient knowledge for immediate employment in any IT area.",CS
