"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NPRG079,Výzkumný projekt II,Research Project II,"2023","2023","11320","32-KSVI",V,"3","1",CZE,"0","6",,,HT,Z,9,"11845","11581",,,
NPRG079,Výzkumný projekt II,Research Project II,"2024","9999","11320","32-KSVI",V,"3","1",CZE,"0","6",,,HT,Z,9,"11845",,,,
NPRM038,Počítače v ekonomické praxi II,Computers in Practical Economics II,"1348","9999","11320","32-KPMS",Z,"2","1",,"0","2",,,HT,Z,3,,,,,
NPRX005,Neprocedurální programování,Non-procedural Programming,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"11845","12948",,,
NPRX013,Programování v jazyce Java,Programming in Java Language,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"10854",,,,
NPRX021,Pokročilé programování v jazyce Java,Advanced Java Programming,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"10854",,,,
NPRX030,Programování I,Programming I,"2020","2020","11320","32-STUD",V,"1","1",CZE,"3","2",,,HT,Z,6,"11324","11329","11282",,
NPRX030,Programování I,Programming I,"2021","9999","11320","32-STUD",V,"1","1",CZE,"3","2",,,HT,Z,6,"11324","11329","11282",,
NPRX035,Programování v jazyce C#,Programming in C# Language,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"10732",,,,
NPRX036,Datové formáty,Data Formats,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"19441",,,,
NPRX037,Programování mikrokontrolerů,Microcontroller Programming,"2020","2021","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"11822",,,,
NPRX037,Programování mikrokontrolerů,Microcontroller Programming,"2022","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"11822",,,,
NPRX038,Pokročilé programování v jazyce C#,Advanced C# Programming,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"10732",,,,
NPRX041,Programování v C++,Programming in C++,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"11618","13027",,,
NPRX043,Doporučené postupy v programování,Recommended Programming Practices,"2020","2021","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,F,6,"12087",,,,
NPRX043,Doporučené postupy v programování,Recommended Programming Practices,"2022","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,F,6,"12087",,,,
NPRX051,Pokročilé programování v C++,Advanced C++ Programming,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"11618","11278","13027",,
NPRX056,Programování mobilních zařízení,Mobile Devices Programming,"2020","2021","11320","32-STUD",V,"1","1",CZE,"0","2",,,HT,Z,3,"11288",,,,
NPRX056,Programování mobilních zařízení,Mobile Devices Programming,"2022","9999","11320","32-STUD",V,"1","1",CZE,"0","2",,,HT,Z,3,"11288",,,,
NRFA035,Seminář z prostorů funkcí,Seminar on Function Spaces,"2019","9999","11320","32-KMA",Z,"3","1",CZE,"0","2",,,HT,Z,3,,,,,
NSTP048,Neparametrické metody,Nonparametric Methods,"2014","9999","11320","32-KPMS",Z,"1","1",,"2","0",,,HT,K,3,"11222",,,,
NSTP176,Markovské procesy,Markov Processes,"2018","9999","11320","32-KPMS",Z,"2","1",CZE,"4","0",,,HT,K,6,"11741","12338",,,
NSWE002,Úvod do spolehlivých systémů,Introduction to dependable systems,"2018","9999","11320","32-KDSS",Z,"1","1",CZE,"1","0",,,HT,Z,1,"12672",,,,
NSWI004,Operační systémy,Operating Systems,"2020","2022","11320","32-KDSS",V,"1","1",CZE,"2","1",,,HT,F,4,"12672",,,,
NSWI004,Operační systémy,Operating Systems,"2023","9999","11320","32-KDSS",N,"1","1",CZE,"2","2",,,HT,F,5,"12672",,,,
NSWI026,Pokročilé aspekty softwarového inženýrství,Advanced aspects of software engineering,"2017","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938","13027","13629",,
NSWI026,Pokročilé aspekty softwarového inženýrství,Advanced aspects of software engineering,"2022","2023","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938","13027","51781",,
NSWI026,Praktické aspekty softwarového inženýrství,Practical Aspects of Software Engineering,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"13027","16560",,,
NSWI035,Principy distribuovaných systémů,Principles of Distributed Systems,"2019","2020","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"13027",,,,
NSWI035,Principy distribuovaných systémů,Principles of Distributed Systems,"2021","9999","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"13027",,,,
NSWI041,Úvod do softwarového inženýrství,Introduction to Software Engineering,"2020","2020","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI041,Úvod do softwarového inženýrství,Introduction to Software Engineering,"2021","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI041,Úvod do softwarového inženýrství,Introduction to Software Engineering,"2022","2022","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI041,Úvod do softwarového inženýrství,Introduction to Software Engineering,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI041,Úvod do softwarového inženýrství,Introduction to Software Engineering,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI060,Učící se organizace II,Learning Organisation II,"1348","9999","11320","32-KTIML",Z,"1","1",,"0","2",,,HT,Z,3,,,,,
NSWI072,Algoritmy komprese dat,Data Compression Algorithms,"2015","2021","11320","32-KSVI",V,"1","1",CZE,"2","0",,,HT,K,3,"11845",,,,
NSWI072,Algoritmy komprese dat,Data Compression Algorithms,"2022","9999","11320","32-KSVI",V,"1","1",CZE,"2","0",,,HT,K,3,"11845",,,,
NSWI080,Middleware,Middleware,"2020","2021","11320","32-KDSS",V,"2","1",ENG,"2","1",,,HT,F,4,"12672",,,,
NSWI080,Middleware,Middleware,"2022","9999","11320","32-KDSS",V,"2","1",ENG,"2","1",,,HT,F,4,"12672",,,,
NSWI086,Jazyk SDL a programování řízené událostmi,SDL Language and Event-driven Programming,"2004","9999","11320","32-KSI",Z,"1","1",,"0","2",,,HT,Z,3,"12203",,,,
NSWI090,Počítačové sítě,Computer Networks,"2020","2020","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NSWI090,Počítačové sítě,Computer Networks,"2021","2021","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NSWI090,Počítačové sítě,Computer Networks,"2022","2022","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NSWI090,Počítačové sítě,Computer Networks,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NSWI090,Počítačové sítě,Computer Networks,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,K,3,"24712",,,,
NSWI095,Úvod do Unixu,Introduction to Unix,"2019","9999","11320","32-SISAL",N,"2","1",CZE,"1","2",,,HT,Z,4,"12694",,,,
NSWI098,Principy překladačů,Compiler Principles,"2019","2022","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,6,"11278",,,,
NSWI098,Principy překladačů,Compiler Principles,"2023","2023","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,F,6,"11278",,,,
NSWI098,Principy překladačů,Compiler Principles,"2024","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,F,6,"11618",,,,
NSWI101,Modely a verifikace chování systémů,System Behaviour Models and Verification,"2020","2022","11320","32-KDSS",V,"1","1",ENG,"2","2",,,HT,*,5,"11794","11288",,,
NSWI101,Modely a verifikace chování systémů,System Behaviour Models and Verification,"2023","9999","11320","32-KDSS",V,"1","1",ENG,"2","2",,,HT,*,5,"11288",,,,
NSWI120,Principy počítačů,Principles of Computers,"2019","9999","11320","32-KDSS",V,"1","1",CZE,"2","0",,,HT,K,3,"10732",,,,
NSWI124,Servisně orientované systémy,Service Oriented Systems,"2015","9999","11320","32-KSI",Z,"2","1",CZE,"2","2",,,HT,*,6,"12344",,,,
NSWI126,Pokročilé nástroje pro vývoj a monitorování software,Advanced Tools for Software Development and Monitoring,"2020","2022","11320","32-KDSS",V,"2","1",CZE,"0","2",,,HT,Z,2,"12997",,,,
NSWI126,Pokročilé nástroje pro vývoj a monitorování software,Advanced Tools for Software Development and Monitoring,"2023","9999","11320","32-KDSS",V,"1","1",CZE,"0","2",,,HT,Z,2,"12997",,,,
NSWI130,Architektury softwarových systémů,Software System Architectures,"2020","2023","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI130,Architektury softwarových systémů,Software System Architectures,"2024","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"10938",,,,
NSWI131,Vyhodnocování výkonnosti počítačových systémů,Performance Evaluation of Computer Systems,"2020","9999","11320","32-KDSS",V,"2","1",ENG,"2","1",,,HT,*,4,"12672",,,,
NSWI141,Úvod do počítačových sítí,Introduction to Networking,"2019","2020","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,F,3,"10963","12694",,,
NSWI141,Úvod do počítačových sítí,Introduction to Networking,"2021","9999","11320","32-KSVI",V,"1","1",CZE,"2","0",,,HT,F,3,"13270","12694",,,
NSWI142,Programování webových aplikací,Programming of Web Applications,"2022","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"44325",,,,
NSWI142,Programování webových aplikací,Web Applications Programming,"2020","2020","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"10963",,,,
NSWI142,Programování webových aplikací,Web Applications Programming,"2021","2021","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"44325",,,,
NSWI143,Architektura počítačů,Computer Architecture,"2016","9999","11320","32-KDSS",V,"2","1",CZE,"2","0",,,HT,K,3,"12087",,,,
NSWI144,Data na Webu,Data on the Web,"2020","2021","11320","32-KSI",V,"1","1",CZE,"2","1",,,HT,*,5,"19441",,,,
NSWI144,Data na Webu,Data on the Web,"2022","9999","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,5,"19441",,,,
NSWI145,Webové služby,Web Services,"2018","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"19441",,,,
NSWI149,Softwarové inženýrství v praxi,Software Engineering in Practice,"2020","2020","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,Z,3,"10938",,,,
NSWI149,Softwarové inženýrství v praxi,Software Engineering in Practice,"2021","2021","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,Z,3,"10938",,,,
NSWI149,Softwarové inženýrství v praxi,Software Engineering in Practice,"2022","2022","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,Z,3,"10938",,,,
NSWI149,Softwarové inženýrství v praxi,Software Engineering in Practice,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,Z,3,"10938",,,,
NSWI149,Softwarové inženýrství v praxi,Software Engineering in Practice,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","0",,,HT,Z,3,"10938",,,,
NSWI150,Virtualizace a cloud computing,Virtualization and Cloud Computing,"2019","2023","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11618","11278","13027",,
NSWI150,Virtualizace a cloud computing,Virtualization and Cloud Computing,"2024","2024","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11618","13027",,,
NSWI150,Virtualizace a cloud computing,Virtualization and Cloud Computing,"2025","9999","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11618","13027",,,
NSWI152,Vývoj cloudových aplikací,Cloud Application Development,"2020","2020","11320","32-KSI",V,"2","1",CZE,"0","2",,,HT,Z,2,"13027",,,,
NSWI152,Vývoj cloudových aplikací,Cloud Application Development,"2021","9999","11320","32-KSI",V,"2","1",CZE,"0","2",,,HT,Z,3,"13027",,,,
NSWI153,Pokročilé programování webových aplikací,Advanced Programming of Web Applications,"2020","2020","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"10963",,,,
NSWI153,Pokročilé programování webových aplikací,Advanced Programming of Web Applications,"2021","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"44325",,,,
NSWI153,Pokročilé programování webových aplikací,Advanced Programming of Web Applications,"2022","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"44325",,,,
NSWI154,Nástroje pro vývoj software,Software Development Tools,"2018","2022","11320","32-KDSS",V,"1","1",CZE,"0","2",,,HT,Z,2,"12997",,,,
NSWI154,Nástroje pro vývoj software,Software Development Tools,"2023","9999","11320","32-KDSS",V,"2","1",CZE,"0","2",,,HT,Z,2,"12997",,,,
NSWI162,Sémantika programů,Program Semantics,"2020","2023","11320","32-KDSS",V,"1","1",CZE,"0","1",,,HT,Z,1,"11288",,,,
NSWI162,Sémantika programů,Program Semantics,"2024","9999","11320","32-KDSS",N,"1","1",CZE,"0","1",,,HT,Z,1,"11288",,,,
NSWI163,Úvod do middleware,Introduction to Middleware,"2020","2022","11320","32-KDSS",V,"1","1",CZE,"0","1",,,HT,F,1,"12672",,,,
NSWI163,Úvod do middleware,Introduction to Middleware,"2023","2023","11320","32-KDSS",V,"1","1",CZE,"0","1",,,HT,F,1,"12672",,,,
NSWI163,Úvod do middleware,Introduction to Middleware,"2024","9999","11320","32-KDSS",Z,"1","1",CZE,"0","1",,,HT,F,1,"12672",,,,
NSWI166,Úvod do doporučovacích systémů,Introduction to Recommender Systems,"2017","2020","11320","32-KSI",V,"1","1",CZE,"2","1",,,HT,*,4,"30014",,,,
NSWI166,Úvod do doporučovacích systémů a uživatelských preferencí,Introduction to recommender systems and user preferences,"2021","2021","11320","32-KSI",V,"1","1",CZE,"2","1",,,HT,*,4,"30014",,,,
NSWI166,Úvod do doporučovacích systémů a uživatelských preferencí,Introduction to recommender systems and user preferences,"2022","2022","11320","32-KSI",V,"1","1",CZE,"2","1",,,HT,*,4,"30014",,,,
NSWI166,Úvod do doporučovacích systémů a uživatelských preferencí,Introduction to recommender systems and user preferences,"2023","9999","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,4,"30014",,,,
NSWI170,Počítačové systémy,Computer Systems,"2019","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11278",,,,
NSWI170,Počítačové systémy,Computer Systems,"2022","2022","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11278",,,,
NSWI170,Počítačové systémy,Computer Systems,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,5,"11278","10963",,,
NSWI170,Počítačové systémy,Computer Systems,"2024","2024","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,5,"10963","11278",,,
NSWI170,Počítačové systémy,Computer Systems,"2025","9999","11320","32-KSI",V,"2","1",CZE,"2","1",,,HT,*,5,"10963","62774",,,
NSWI177,Úvod do Linuxu,Introduction to Linux,"2019","9999","11320","32-KDSS",V,"2","1",CZE,"1","2",,,HT,F,4,"12087","32039",,,
NSWX004,Operační systémy,Operating Systems,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","1",,,HT,F,5,"12672",,,,
NSWX142,Programování webových aplikací,Web Applications Programming,"2020","2020","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"10963",,,,
NSWX142,Programování webových aplikací,Web Applications Programming,"2021","2022","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"44325",,,,
NSWX142,Programování webových aplikací,Web Applications Programming,"2023","9999","11320","32-STUD",Z,"1","1",CZE,"2","2",,,HT,*,6,"44325",,,,
NSWX153,Pokročilé programování webových aplikací,Advanced Programming of Web Applications,"2020","2020","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"10963",,,,
NSWX153,Pokročilé programování webových aplikací,Advanced Programming of Web Applications,"2021","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"44325",,,,
NSZI005,Teoretická informatika,Theoretical Computer Science,"2020","9999","11320","32-STUD",Z,"3","1",CZE,"0","0",,,HT,"1",0,,,,,
NSZI068,Teoretická informatika,Theoretical Computer Science,"2021","9999","11320","32-STUD",V,"3","1",CZE,"0","0",,,HT,"1",0,,,,,
NSZM024,Učitelství matematiky pro SŠ v kombinaci s odbornou matematikou,Secondary School Mathematics Teaching in Combination with Professional Mathematics,"2017","2021","11320","32-STUD",V,"3","1",CZE,"0","0",,,HT,"1",0,,,,,
NSZM024,Učitelství matematiky pro SŠ v kombinaci s odbornou matematikou,Secondary School Mathematics Teaching in Combination with Professional Mathematics,"2022","9999","11320","32-STUD",Z,"3","1",CZE,"0","0",,,HT,"1",0,,,,,
NSZU023,Informatika a didaktika informatiky,Computer science and Didactics of Computer science,"2022","9999","11320","32-STUD",V,"3","1",CZE,"0","0",,,HT,"1",0,,,,,
NSZZ010,Souborná zkouška,Comprehensive Examination,"2009","9999","11320","32-STUD",V,"3","1",,"0","6",,,HT,K,9,,,,,
NSZZ014,Souborná zkouška - UI,Comprehensive Examination in UI,"2007","9999","11320","32-KSVI",Z,"3","1",,"0","4",,,HT,K,6,"12314",,,,
NSZZ023,Diplomová práce I,Diploma Thesis I,"2020","9999","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NSZZ024,Diplomová práce II,Diploma Thesis II,"2020","9999","11320","32-STUD",V,"3","1",CZE,"0","6",,,HT,Z,9,,,,,
NSZZ025,Diplomová práce III,Diploma Thesis III,"2020","9999","11320","32-STUD",V,"3","1",CZE,"0","10",,,HT,Z,15,,,,,
NSZZ026,Bakalářská práce,Bachelor Thesis,"2020","9999","11320","32-STUD",Z,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NSZZ031,Vypracování a konzultace bakalářské práce,Bachelor Thesis,"2020","2021","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NSZZ031,Vypracování a konzultace bakalářské práce,Bachelor Thesis,"2022","2022","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NSZZ031,Vypracování a konzultace bakalářské práce,Bachelor Thesis,"2023","9999","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NTIN037,Paralelismus,Parallelism,"1348","9999","11320","32-KAM",Z,"2","1",,"2","0",,,HT,K,3,"12439",,,,
NTIN043,Formální základy softwarového inženýrství,Formal Foundations of Software Engineering,"2018","2022","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"10938","12997",,,
NTIN043,Formální základy softwarového inženýrství,Formal Foundations of Software Engineering,"2023","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"12997",,,,
NTIN060,Algoritmy a datové struktury 1,Algorithms and Data Structures 1,"2019","2020","11320","32-KTIML",V,"2","1",CZE,"2","2",,,HT,*,5,"12948","12406","12117",,
NTIN060,Algoritmy a datové struktury 1,Algorithms and Data Structures 1,"2021","9999","11320","32-KTIML",V,"2","1",CZE,"2","2",,,HT,*,5,"12705","12406","12117",,
NTIN061,Algoritmy a datové struktury 2,Algorithms and Data Structures 2,"2020","2023","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12406","12705","12117",,
NTIN061,Algoritmy a datové struktury 2,Algorithms and Data Structures 2,"2024","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12406","12705","12948",,
NTIN066,Datové struktury 1,Data Structures 1,"2020","9999","11320","32-KTIML",V,"3","1",CZE,"2","2",,,HT,*,6,"11063","11103","12406",,
NTIN067,Datové struktury 2,Data Structures 2,"2020","9999","11320","32-KTIML",V,"2","1",CZE,"2","0",,,HT,K,3,"11103","12406",,,
NTIN071,Automaty a gramatiky,Automata and Grammars,"2020","9999","11320","32-KTIML",V,"2","1",CZE,"2","2",,,HT,*,5,"12755",,,,
NTIN088,Algoritmická náhodnost,Algorithmic Randomness,"2019","2023","11320","32-KTIML",V,"2","1",CZE,"2","0",,,HT,K,3,"12441",,,,
NTIN088,Algoritmická náhodnost,Algorithmic Randomness,"2024","2024","11320","32-KTIML",V,"2","1",CZE,"2","0",,,HT,K,3,"12441",,,,
NTIN088,Algoritmická náhodnost,Algorithmic Randomness,"2025","9999","11320","32-KTIML",V,"2","1",CZE,"2","0",,,HT,K,3,"12441",,,,
NTIN090,Základy složitosti a vyčíslitelnosti,Introduction to Complexity and Computability,"2020","2021","11320","32-KTIML",V,"1","1",CZE,"2","1",,,HT,*,4,"12705","11302",,,
NTIN090,Základy složitosti a vyčíslitelnosti,Introduction to Complexity and Computability,"2022","2023","11320","32-KTIML",V,"1","1",CZE,"2","1",,,HT,*,4,"12705","11302",,,
NTIN090,Základy složitosti a vyčíslitelnosti,Introduction to Complexity and Computability,"2024","9999","11320","32-KTIML",V,"1","1",CZE,"2","1",,,HT,*,4,"12705","11302",,,
NTIN091,Diplomový a doktorandský seminář 1,Seminar for MSc. and Ph.D.-students 1,"2020","2020","11320","32-KTIML",V,"1","1",CZE,"0","2",,,HT,Z,3,"11328","11103",,,
NTIN091,Diplomový a doktorandský seminář 1,Seminar for MSc. and Ph.D.-students 1,"2021","2021","11320","32-KTIML",V,"1","1",CZE,"0","2",,,HT,Z,3,"11328","11103",,,
NTIN091,Diplomový a doktorandský seminář 1,Seminar for MSc. and Ph.D.-students 1,"2022","2022","11320","32-KTIML",V,"1","1",CZE,"0","2",,,HT,Z,3,"11103",,,,
NTIN091,Diplomový a doktorandský seminář 1,Seminar for MSc. and Ph.D.-students 1,"2023","9999","11320","32-KTIML",V,"1","1",ENG,"0","2",,,HT,Z,3,"11103",,,,
NTIN107,Rozšiřující seminář Algoritmy a datové struktury 1,Extension seminar Algorithms and Data Structures 1,"2020","9999","11320","32-KAM",V,"2","1",CZE,"0","2",,,HT,Z,2,"12439",,,,
NTIX061,Algoritmy a datové struktury 2,Algorithms and Data Structures 2,"2020","9999","11320","32-STUD",V,"1","1",CZE,"2","2",,,HT,*,6,"12406","12705","12117",,
NTIX066,Datové struktury I,Data Structures I,"2020","2021","11320","32-KTIML",Z,"3","1",CZE,"2","1",,,HT,*,5,"11103","12406","11606",,
NTIX066,Datové struktury I,Data Structures I,"2022","9999","11320","32-KTIML",V,"3","1",CZE,"2","1",,,HT,*,5,"11103","12406","11606",,
NTIX071,Automaty a gramatiky,Automata and Grammars,"2020","9999","11320","32-STUD",V,"2","1",CZE,"2","2",,,HT,*,6,"12755",,,,
NTIX090,Základy složitosti a vyčíslitelnosti,Introduction to Complexity and Computability,"2019","2021","11320","32-STUD",V,"1","1",CZE,"2","1",,,HT,*,5,"12705","11302",,,
NTIX090,Základy složitosti a vyčíslitelnosti,Introduction to Complexity and Computability,"2022","9999","11320","32-STUD",V,"1","1",CZE,"2","1",,,HT,*,5,"12705","11302",,,
NTMF024,Pokročilé simulace ve fyzice mnoha částic,Advanced Simulations in Many-particle Physics,"2020","2022","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11924","11527",,,
NTMF024,Pokročilé simulace ve fyzice mnoha částic,Advanced Simulations in Many-particle Physics,"2023","2023","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11924","11527",,,
NTMF024,Pokročilé simulace ve fyzice mnoha částic,Advanced Simulations in Many-particle Physics,"2024","9999","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11924","11527",,,
NTMF027,Pravděpodobnost a matematika fázových přechodů I,Probability and Mathematics of Phase Transitions I,"2020","9999","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"12363",,,,
NTMF088,Přesné prostoročasy,Exact Spacetimes,"2020","2020","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF088,Přesné prostoročasy,Exact Spacetimes,"2021","2021","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF088,Přesné prostoročasy,Exact Spacetimes,"2022","2022","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF088,Přesné prostoročasy,Exact Spacetimes,"2023","2023","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF088,Přesné prostoročasy,Exact Spacetimes,"2024","9999","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF089,Gravitační vlny I,Gravitational Waves I,"2020","2020","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF089,Gravitační vlny I,Gravitational Waves I,"2021","2021","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF089,Gravitační vlny I,Gravitational Waves I,"2022","2022","11320","32-UTF",V,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF089,Gravitační vlny I,Gravitational Waves I,"2023","2023","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF089,Gravitační vlny I – historie,Gravitational Waves I – history,"2024","9999","11320","32-UTF",N,"2","1",CZE,"2","0",,,HT,K,3,"11339",,,,
NTMF111,Obecná teorie relativity,General Theory of Relativity,"2020","2020","11320","32-UTF",V,"2","1",CZE,"3","0",,,HT,K,4,"11483",,,,
NTMF111,Obecná teorie relativity,General Theory of Relativity,"2021","9999","11320","32-UTF",V,"2","1",CZE,"3","0",,,HT,K,4,"11483",,,,
NTMF112,Kvantová teorie - vybrané aplikace,Quantum theory - selected applications,"2022","2022","11320","32-UTF",V,"2","1",CZE,"1","1",,,HT,K,3,"11862",,,,
NTMF112,Kvantová teorie - vybrané aplikace,Quantum theory - selected applications,"2023","2023","11320","32-UTF",N,"2","1",CZE,"1","1",,,HT,K,3,"11862",,,,
NTMF112,Kvantová teorie – vybrané aplikace,Quantum theory - selected applications,"2019","2020","11320","32-UTF",N,"2","1",CZE,"1","1",,,HT,*,3,"11862",,,,
NTMF112,Kvantová teorie – vybrané aplikace,Quantum theory - selected applications,"2021","2021","11320","32-UTF",N,"2","1",CZE,"1","1",,,HT,*,3,"11862",,,,
NTMF112,Kvantová teorie – vybrané aplikace,Quantum theory – selected applications,"2024","9999","11320","32-UTF",V,"2","1",CZE,"1","1",,,HT,K,3,"11862",,,,
NTVY003,Zimní výcvikový kurz,Winter Training Course,"2016","2020","11320","32-KTV",V,"1","1",CZE,"0","0",,,HT,Z,1,"11239","11152",,,
NTVY003,Zimní výcvikový kurz,Winter Training Course,"2021","2021","11320","32-KTV",V,"1","1",CZE,"0","0",,,HT,Z,1,"11239","11152",,,
NTVY003,Zimní výcvikový kurz,Winter Training Course,"2022","9999","11320","32-KTV",V,"1","1",CZE,"0","0",,,HT,Z,1,"71059",,,,
NTVY006,Zájmová tělesná výchova,Optional Physical Education,"2016","2020","11320","32-KTV",V,"3","1",CZE,"0","2",,,HT,Z,1,"11239","11152",,,180
NTVY006,Zájmová tělesná výchova,Optional Physical Education,"2021","2021","11320","32-KTV",V,"3","1",CZE,"0","2",,,HT,Z,1,"11239","11152",,,180
NTVY006,Zájmová tělesná výchova,Optional Physical Education,"2022","2023","11320","32-KTV",V,"3","1",CZE,"0","2",,,HT,Z,1,"71059",,,,180
