"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NTIN061,S,ENG,syllabus,"Optional topics in square brackets, the rest is mandatory. 

1. Searching in text 
- Knuth-Morris-Pratt algorithm
- Aho-Corasick algorithm
- [Rabin-Karp algorithm]

2. Flows in networks
- augmenting path algorithm
- Dinic's algorithm
- Goldberg's algorithm
- matching in bipartite graph
- [search for maximum flow of minimum price]

3. Algebraic algorithms
- discrete Fourier transformation, its motivation and application
- the FFT algorithm and its implementation by the ""butterfly""
- [related transformations (cosine transformation - JPEG compression)]

4. Parallel arithmetic algorithms
- sorting networks (implementation of one sorting algorithm - either merge-sort or bitonic-sort)
- carry look-ahead algorithm for addition 

5. Basic geometric algorithms in a plane
- convex hull 
- the principle of plane sweeping driven by events
- [Voronoi diagram and Delaunay triangulation (Fortune's algorithm)]

6. Transferability of problems and classes of time complexity
- polynomial transformation and reduction between decision problems
- non-deterministic algorithms, Class P and NP
- NP-completeness

7. Approximation algorithms
- use of approximation algorithms, ratio and relative error
- one or two simple examples of approximation algorithms (knapsack, bin-packing, scheduling on parallel machines) including an upper estimate for their ratio (or relative) error
- approximation scheme: principle and example

8. Probabilistic algorithms and cryptography
- Monte Carlo algorithms (Rabin-Miller's Primality Test)
- public key cryptography (RSA algorithm)
",ALL
NTIN071,A,CZE,anotace,"Základní přednáška z teorie jazyků a automatů. Důraz je kladen na seznámení se základními pojmy a fakty (konečné a zásobníkové automaty, Turingovy stroje, regulární, bezkontextové a kontextové gramatiky).
",ALL
NTVY014,A,CZE,anotace,"Výuka zahrnuje rozšiřování sportovních dovedností, zvyšování fyzické i psychické kondice a upevňování zdraví s 
důrazem na zdravý životní styl. Pro studenty se zdravotním oslabením má výuka především kompenzační a 
regenerační význam. Studenti si vybírají z více než 15 sportovních specializací.
Tento předmět si zapisují zpravidla studenti 1. ročníku  v zimním semestru podle doporučeného průběhu studia.
Uznání zápočtových požadavků z jiné fakulty/VŠ: https://ktv.mff.cuni.cz/plneni-tv-na-jine-fakulte-uk-vs/
",ALL
NTVY014,A,ENG,annotation,"Physical education is required during bachelor studies. First year students generally register for these courses in 
the winter semester in accordance with their recommended course of study. In place of one of the recommended 
courses NTVY0014, NTVY015, NTVY016 and NTVY017 it is possible to enrol in the summer training course 
NTVY018 or the winter training course NTVY019. 
Students can enrol in this course at any time during their bachelor studies. 
Students of MFF who have a course listed in their recommended study plan are given priority during registration.
",ALL
NTVY015,A,CZE,anotace,"Výuka zahrnuje rozšiřování sportovních dovedností, zvyšování fyzické i psychické kondice a upevňování zdraví s 
důrazem na zdravý životní styl. Pro studenty se zdravotním oslabením má výuka především kompenzační a 
regenerační význam. Studenti si vybírají z více než 15 sportovních specializací.
Tento předmět si zapisují zpravidla studenti 1. ročníku  v letním semestru podle doporučeného průběhu studia.
Uznání zápočtových požadavků z jiné fakulty/VŠ: https://ktv.mff.cuni.cz/plneni-tv-na-jine-fakulte-uk-vs/
",ALL
NTVY015,A,ENG,annotation,"Physical education is required during bachelor studies. First year students generally register for these courses in 
the summer semester in accordance with their recommended course of study. In place of one of the 
recommended courses NTVY0014, NTVY015, NTVY016 and NTVY017 it is possible to enrol in the summer 
training course NTVY018, or the winter training course NTVY019. Students can enrol in this course at any time 
during their bachelor studies. Students of MFF who have a course listed in their recommended study plan are 
given priority during registration.
",ALL
NTVY016,A,CZE,anotace,"Výuka zahrnuje rozšiřování sportovních dovedností, zvyšování fyzické i psychické kondice a upevňování zdraví s 
důrazem na zdravý životní styl. Pro studenty se zdravotním oslabením má výuka především kompenzační a 
regenerační význam. Studenti si vybírají z více než 15 sportovních specializací.
Tento předmět si zapisují zpravidla studenti 2. ročníku  v zimním semestru podle doporučeného průběhu studia.
Uznání zápočtových požadavků z jiné fakulty/VŠ: https://ktv.mff.cuni.cz/plneni-tv-na-jine-fakulte-uk-vs/
",ALL
NTVY016,A,ENG,annotation,"Physical education is required during bachelor studies. Second year students generally register for these courses 
in the winter semester in accordance with their recommended course of study. In place of one of the 
recommended courses NTVY0014, NTVY015, NTVY016 and NTVY017 it is possible to enrol in the summer 
training course NTVY018, or the winter training course NTVY019. Students can enrol in this course at any time 
during their bachelor studies.
Students of MFF who have a course listed in their recommended study plan are given priority during registration.
",ALL
NTVY017,A,CZE,anotace,"Výuka zahrnuje rozšiřování sportovních dovedností, zvyšování fyzické i psychické kondice a upevňování zdraví s 
důrazem na zdravý životní styl. Pro studenty se zdravotním oslabením má výuka především kompenzační a 
regenerační význam. Studenti si vybírají z více než 15 sportovních specializací.
Tento předmět si zapisují zpravidla studenti 2. ročníku  v letním semestru podle doporučeného průběhu studia.
Uznání zápočtových požadavků z jiné fakulty/VŠ: https://ktv.mff.cuni.cz/plneni-tv-na-jine-fakulte-uk-vs/
",ALL
NUFY015,A,CZE,anotace,"Integrovaná výuka - přednáška a cvičení se vzájemně prolínají. Kurs elektřiny a magnetizmu v pojetí pro potřeby budoucích učitelů 2. stupně škol. 
Určeno pro 2.r. U MF/ZŠ 

",ALL
NPGR003,A,CZE,anotace,"Přednáška pokrývá základy 2D i 3D počítačové grafiky: systém lidského vidění, barvy a jejich reprezentace, 
reprodukce barev, půltónování, anti-aliasing, vektorová a rastrová grafika, HDR grafika, základy kódování 
obrazu, reprezentace 3D scén, 3D transformace a projekce, základní zobrazování 3D scén, výpočet viditelnosti, 
stínování, základy OpenGL. Přednáška je doplněna cvičeními v počítačové laboratoři. Cvičení se věnují praktickým 
aspektům předmětu a zadání průběžných zápočtových úkolů.
",ALL
NPGR003,A,ENG,annotation,"Basic course of 2D and 3D computer graphics - topics: 2D drawing, filling and clipping, introduction to color science, rendering of color images,
raster image coding and simple compression methods, raster graphic formats, linear 2D and 3D transformations, projections, 3D scene
representation, algorithms for hidden line/surface removal, introduction to OpenGL

Labs: programming in C#.

Computer graphics curicullum continues with Computer Graphics II (PGR004), Real-time Graphics (PGR019)
and Advanced 2D Computer Graphics (PGR007).",ALL
NPGR003,P,CZE,požadavky ke kontrole studia,"Zkouška je písemná a ústní (základ je písemný, jen v případě nejasností nebo těsně
kolem hranice známky je možné, že si zkoušející studenta/studentku povolá ke krátkému
ústnímu vysvětlení).

Zkouší se vše, co bylo předneseno na přednáškách a cvičeních, detaily je možné najít na webu:
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.current.cz.php
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.slides.cz.php

Hodnocení (známka) se skládá z bodů za cvičení (50-80 bodů) + bodů za zkoušku (0-100 bodů).
Konkrétní hranice známek lze najít na
http://cgg.mff.cuni.cz/~pepca/lectures/cv/npgr003.cz.php

Před zkouškou je potřeba mít minimálně odeslané úlohy na zápočet (takový počet, aby
z něj šlo získat zápočet).
",ALL
NPGR003,P,ENG,requirements for assessment of study,"Exam is written and oral (basis is written, there is a possibility to
call a student for short discussion over the answers).

Every topics presented at lectures can be examined (exceptions are mentioned specifically):
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.current.en.php
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.slides.en.php

Overall grading is based on lab credit (50-80 points) + exam points (0-100 points).
Grading table - together with further details - can be found on
http://cgg.mff.cuni.cz/~pepca/lectures/cv/npgr003.en.php

Student should earn enough lab credits before going to an exam.
",ALL
NPGR003,S,CZE,sylabus,"- Vidění a barvy: lidský zrakový systém, barvy a jejich vnímání, barevné systémy, skládání barev, gamma-korekce, reprodukce barev, tisk, půltónování a rozptylování
 
- Vektorová a rastrová grafika: vektorová a rastrová grafika, vlastnosti rastrových obrázků, průhlednost, HDR grafika, základní grafické formáty, SVG formát, kódování obrazu

- Rasterizace: základy kreslicích algoritmů, vyplňování (scanline algoritmus), anti-aliasing

- Základy 3D grafiky: homogenní souřadnice, transformační matice, základní transformace, konstrukce složitějších transformací, projekce a jejich implementace

- Reprezentace 3D scén: povrchový model, trojúhelnékové sítě, hierarchie (scene graph), objemové reprezentace, CSG a vrhání paprsku

- Základy OpenGL: architektura grafické karty, předávání dat do GPU, souřadné soustavy, kreslená primitiva, viditelnost, textury, shadery, ..

- Základy fotorealistické grafiky: příklady algoritmů na viditelnost, lokální model osvětlení (Phong), spojité stínování, princip rekurzivního sledování paprsku
",ALL
NSWI170,S,ENG,syllabus,"- Introduction to the C/C++ language - basic constructs, pointers and pointer arithmetic, complex data structures, pointers to functions, decomposition

- Computer architecture

- CPU - instruction set, registers, processor stack

- Memory - addressing, data in memory, alignment, memory hierarchy, cache, allocation algorithms

- Programming languages - program translation and compilation, memory organization of a procedural program, function/procedure call mechanism, parameter passing, variable types and lifetimes, stack, heap, runtime, JIT and sandbox concepts, libraries, source code portability

- Operating systems - user mode/kernel mode, OS architectures, interrupts, exceptions, DMA, process, threads, scheduling, file systems, virtual memory

- Parallel programming - synchronization, deadlock",ALL
NPGR003,S,ENG,syllabus,"- 1. graphic hardware: 
vector and raster displays, color palettes, frame-buffers, printers and plotters

- 2. 2D drawing: 
line drawing - DDA algorithm, Bresenham algorithm, circle, ellipse, polygonal curve 

- 3. 2D filling: 
polygon filling - scanline algorithm, flood fill, seed fill, scanline algorithms, hatching 

- 4. clipping: 
line-clipping algorithms, polygon clipping 

- 5. halftoning and dithering: 
patterns and their matrix representations, incremental patterns, ordered dither, cluster dither, random dither, error distribution - Floyd-Steinberg, modifications for more output values and color images 

- 6. colors: 
human color perception, use of color in human-computer interaction, color spaces RGB, HSV, CMY(K), color mixing, RGB<->HSV and RGB->grayscale conversions 

- 7. color reproduction: 
'true-color' devices, colormaps, 3-3-2 colormap, topological colormaps, color quantization - Heckbert's median cut algorithm, special colormap effects, colormap animation 

- 8. 2D raster image representation: 
RLE coding, quadtree - coding and decoding algorithms, 'X-transition list', set operations, raster graphic formats 

- 9. linear transformations: 
homogeneous coordinates, matrix transformation, elementar (atomic) transformations, construction of complex transformations 

- 10. projections: 
parallel projection - orthogonal and oblique projection, perspective projection, implemetation of projections 

- 11. 3D scene representation: 
enumeration - cell model, octree, volume representation - CSG tree (rendering by ray-casting), boundary representations - VEFS model, winged edge 

- 12. hidden surfaces removal: 
floating horizont method, back-face culling, Z-buffer, painter's algorithm, scanline algorithms (Watkins), .. 
",ALL
NPGR005,A,CZE,anotace,"Seminář je určen pro vážné zájemce o počítačovou grafiku z řad studentů a
doktorandů oboru Informatika (není samozřejmě podmínkou) i zaměstnanců
fakulty. Cílem je informovat o zajímavých moderních partiích oboru i o
metodách a algoritmech, které jsou ještě ve fázi vývoje. Seminář je
referativní, témata budou záležet na zájmu účastníků. Kromě účastníků
referují na semináři občas i pozvaní externisté.
",ALL
NPGR005,A,ENG,annotation,"Seminar for advanced computer graphics has no exact plan, its purpose
is to inform about recent methods in computer graphics. 
Participants of the seminar present interesting methods
from literature or their own research.",ALL
NPGR005,P,ENG,requirements for assessment of study,"There is no exam. The credit is given for regular attendance and a presentation in a seminar given by the student.",ALL
NPGR005,S,ENG,syllabus,"Talks on various topics from areas of computer graphics, visualization, and vision.
",ALL
NPGR005,S,CZE,sylabus,"Referáty na témata z počítačové grafiky, visualizace a vidění.
",ALL
NPOZ012,A,CZE,anotace,"Jak je možné, že infinitní matematika má aplikace ve finitním světě. Nové
pohledy na základy vědy.
",ALL
NPRF004,A,CZE,anotace,"Výuka jazyka, aplikace na zpracování experimentálních dat.
",ALL
NPRG024,A,ENG,annotation,"The seminar deals with Design patterns and their use in an object design and software development. 
A deep knowledge of C++, C# or Java is required.
",ALL
NPRG024,S,CZE,sylabus,"Seminář se zabývá návrhovými vzory (design patterns) a jejich použitím při vývoji software. Podstatná část semináře bude věnována samostatné práci studentů při zpracování a prezentaci konkrétních návrhových vzorů a jejich použití.
Předpokladem smysluplného absolvování předmětu je důkladná znalost objektově orientovaného programování (C++, C#, Java) a déledobější praktická zkušenost s programováním, tj. předmět není určen pro ty, kteří teprve nedávno objektově orientované programování začali používat.
",ALL
NPRG031,A,CZE,anotace,"Pokračování základního kurzu programování – procvičení a doplnění učiva z předcházejícího předmětu NPRG030 
Programování 1 při řešení náročnějších a rozsáhlejších úloh.
Programovací jazyk C#, překladač, statické typování, abstraktní typy, interface.
Objektový návrh programů a objektové programování, privátní a veřejné členy, generické funkce a třídy.
",ALL
NPRG031,A,ENG,annotation,"A continuation of the basic programming course for students in the first year of Computer Science program. This 
course expands on the material from NPRG030 Programming I by discussing additional algorithms and their 
implementation, as well as methods and techniques used in constructing programs. Students will become 
acquainted with the basics of object-oriented programming, with the programming language C# and with working 
in modern programming environments. The course presupposes knowledge of material covered in NPRG030 
Programming I, and this knowledge is necessary for the exam.
",ALL
NPRG031,S,ENG,syllabus,"Fundamentals of object-oriented programming.

Classes, objects, access protection.  Principles of encapsulation, inheritance, interfaces, polymorphism.

Class and instance attributes and methods, static and virtual methods, abstract classes and methods.

Functions as parameters and as variable values.

Object-oriented design – general principles (SOLID), examples (discrete simulation).

Event-driven programming – basic ideas and techniques.

Working in a development environment, creating programs with a graphical interface.

Solving larger problems – programming hygiene, version control, creating documentation.

The language labyrinth – comparing major object-oriented languages (C#, C++, Java, Python).
",ALL
NPRG033,A,ENG,annotation,"Individual software project.",ALL
NPRG033,S,CZE,sylabus,"1. Úvodní hromadná schůzka a seznámení se s pravidly, požadavky a termíny
2. Zápis k vedoucím projektů
2. Zadání a specifikace
3. Pilotní verze
Práce na projektu bude pokračovat v následujícím semestru v rámci předmětu PRG034.
Každá trojice student-vedoucí-projekt musí být vzájemně přiřazena modulem Grupík/Grupíček.
Standardní začátek předmětu je v LS 2. roč. Možnost zápisu v ZS je pouze pro ty, kteří již tento předmět měli zapsaný v LS a nepodařilo se jim získat zápočet. Zápis do ZS není určen pro nové projekty.",ALL
NPRG033,S,ENG,syllabus,"Introduction, specification, pilot implementation
",ALL
NPRG035,S,CZE,sylabus,"Rozdíly mezi prekladem/behem nerízeného (C++) a rízeného kódu (C#/.NET, Java). 
Základní principy JIT prekladu, funkce virtuálního stroje CLR, koncept safe/unsafe kódu, prehled jazyku pro .NET (C#, VB.NET, F#, C++/CLI, IronPython), výhody a nevýhody platformy .NET. 
Implementace platformy .NET: Microsoft .NET Framework, Mono. 
Vývojové nástroje, základy merení výkonu aplikací, dokumentování kódu. 
Hodnotové vs. referencní typy (srovnání s jazyky Java a C++). 
Alokace pameti na halde, základní principy Garbage Collection. 
Trídy a struktury, rozhraní, dedicnost, virtuální metody, (statické) class konstruktory (srovnání s jazyky Java a C++). 
Práce s retezci 
Mutable vs. immutable datové typy. 
Generické typy (srovnání s generickými typy v jazyce Java a se šablonami v C++). 
Variance datových typu (kovariance a kontravariance). 
Extension metody, pretežování operátoru, anonymní metody a lambda funkce, iteracní metody (srovnání s C++). 
Delegáti a události. 
Standardní knihovny .NET (soubory, kolekce, atd.). 
Finalizace objektu, pokrocilé principy Garbage Collection, princip generacního Garbage Collectoru. 
",ALL
NPRG035,S,ENG,syllabus,"Compilation and execution differences between unmanaged (C++) and managed code (C#/.NET, Java). 
Basic principles of JIT compilation, services provided by the CLR virtual machine, concepts of safe and unsafe code, overview of languages for .NET (C#, VB.NET, F#, C++/CLI, IronPython), pros and cons of development under the .NET platform. 
Common .NET platform implementations: Microsoft .NET Framework, Mono. 
Development tools, basics of performance measuring, code documentation and testing. 
Value types vs. reference types (comparison to Java and C++ languages). 
Memory allocations on managed heap, basic principles of Garbage Collection. 
Classes and structs, interfaces, inheritance, virtual methods, (static) class constructors (comparison to Java and C++ languages). 
Strings
Mutable vs. immutable types. 
Generic types (comparison to generic types in Java and templates in C++). 
Type variance (covariace and contravariance). 
Extension methods, operator overloading, anonymous methods and lambda functions, iterator methods (comparison to C++). 
Delegates and events. 
Standard .NET libraries (streams, file access, collections, etc.). 
Object finalization, advanced principles of Garbage Collection, basic principles of generational Garbage Collector. 
",ALL
NPRG036,A,CZE,anotace,"Cílem předmětu Datové formáty je seznámit studenty s běžně používanými datovými formáty pro typické druhy dat.
Od každého druhu dat budou popsány základní formáty a nástroje pro práci s nimi.
Absolvent předmětu by tedy pro běžně se vyskytující data například na Webu vždy vědět, jak s nimi pracovat.
",ALL
NPRG036,A,ENG,annotation,"The goal of the Data Formats course is to give an overview of commonly used data formats for typical types of data.
There will be a description of each data type and the data formats used for that data type along with tools available to work with such data.
",ALL
NPRG036,S,CZE,sylabus,"Obecné vlastnosti datových formátů, datové modely, standardizace
Přehled formátů pro multimediální obsah a pro tisk
Textové formáty
Key-value formáty
Značkovací jazyk XML, XML schémata
Transformace XML dat
Formát JSON, JSON schémata
Tabulkové formáty, CSV, CSV schémata
Formáty pro geodata
Formáty pro grafová data
RDF, formáty pro zápis RDF dat, RDF slovníky",ALL
NPRG036,S,ENG,syllabus,"Generic properties of data formats, data models, standardization
Overview of data formats for multimedia and print
Text formats
Key-value formats
XML, XML schemas
Transformation of XML data (XSLT)
JSON, JSON schemas
Tabular formats, CSV, CSV schemas
Geodata formats
Graph data formats
RDF, RDF serializations, RDF vocabularies",ALL
NPRG038,S,CZE,sylabus,"Pokročilá práce s řetězci, základy znakové sady Unicode (kódování UTF-8, UTF-16, combining characters, atd.), podpora .NET pro Unicode, problémy související s lokalizací aplikací a jejich řešení v .NET
Vlákna, synchronizační primitiva (lock, Monitor, potomci WaitHandle), WinForms (WPF) threading model
.NET memory model, volatile operace a memory fences, lock-free a wait-free datové struktury v .NET
Koncept futures/promises a TPL (Task Parallel Library)
Základní sítová komunikace (BSD sockets).
Asynchronní volání metod a programování neblokujících operací (async/await)
Deklarativní způsoby programování a paralelizace aplikací: LINQ (to Objects), PLINQ.
Reflexe v prostředí .NET, metadata, CIL kód/assembler, generování kódu za běhu aplikace (lambda funkce a Expression Trees, CodeDOM, Mono.Cecil).
Persistence dat a serializace: příklady binární serializace, protocol buffers.
Základy aspektově orientovaného programování (AOP).
Aplikační domény a principy oddělení neznámého kódu v řízeném prostředí.
Pokročilé možnosti síťové komunikace: vzdálené volání objektů (.NET Remoting)
Dynamické programovací jazyky (IronPython, apod.) v prostředí .NET, vytváření dynamických objektů v C#.
",ALL
NPRG038,S,ENG,syllabus,"Strings, basics of the Unicode character set (UTF-8 and UTF-16 encodings, combining characters, etc.), Unicode support in .NET + support for application localization and related challenges.
Threads, synchronization primitives (lock, Monitor, WaitHandle subclasses), WinForms (WPF) threading model.
.NET memory model, volatile memory operations and memory fences, lock-free and wait-free data structures on .NET platform.
Programming with futures/promises, TPL (Task Parallel Library).
Basic network APIs (BSD sockets). 
Asynchronous method calls and non-blocking programming paradigms (async/await).
Declarative programming in .NET: LINQ (to Objects), declarative program parallelization (PLINQ).
.NET reflection, assembly metadata, CIL code/assembler, dynamic code generation at runtime (lambda functions and Expression Trees, CodeDOM, Mono.Cecil).
Data persistence and object serialization: binary serialization, protocol buffers
Introduction to aspect oriented programming (AOP).
Application domains and principles of sandboxing in managed environment.
Advanced network APIs: remote method invocation (.NET Remoting). 
Support for dynamic programming languages (IronPython, etc.) in .NET, implementing dynamic objects in C#.",ALL
NPRG041,S,CZE,sylabus,"- Moduly, preprocesor, kompilace, spojování, zavádění
- Typy, třídy a objekty
- Umístění, vznik a zánik objektů, reference vs. kopie
- Kontejnery, iterátory, algoritmy
- Základy používání šablon
- Lambda, auto a další důležité konstrukce 
- Dynamická alokace, obyčejné a chytré ukazatele
- Konstruktory, destruktory, metody pro copy/move, typické tvary tříd
- Dědičnost, virtuální dědičnost, virtuální metody, konverze
",ALL
NPRG041,S,ENG,syllabus,"- Modules, preprocessor, compilation, linking, loading
- Data types, clases and objects
- Object allocation and lifetime, reference vs. copying
- Containers, iterators, algorithms
- Basic template programming
- Lambda, auto, and other important constructs
- Dynamic alocation, plain and smart pointers
- Constructors, destructors, copy/move methods, typical use-cases
- Inheritance, virtual inheritance, virtual methods, conversions
",ALL
NPRG043,A,CZE,anotace,"Programování není pouze o schopnosti napsat fungující program. S kvalitou programu je (vedle návrhu a celé řady 
funkčních charakteristik) spojena celá řada charakteristik, které s funkcí programu přímo nesouvisí. Náplní předmětu je 
seznámit studenty s praktickými postupy a pravidly, jejichž důsledné dodržování a aplikace vedou ke kvalitnějším 
programům. Cílem předmětu je motivovat studenty k osvojení a používání probíraných postupů v praxi.
Předpokládají se znalosti programování v rozsahu bakalářského kursu NPRG031 Programování II.
",ALL
NPRG043,A,ENG,annotation,"Programming is not just about writing a working program. The quality of a program is (besides design and other functional 
characteristics) associated with a number of characteristics unrelated to the function of a program. The subject introduces 
students into programming practices adhering to which leads to construction of high-quality programs. The goal of the 
subject is to motivate students for adopting such techniques for use in their own programming practice.
",ALL
NPRG043,P,CZE,požadavky ke kontrole studia,"Předmět nemá zkoušku v klasické podobě. Výsledná známka z předmětu je odvozena z bodového hodnocení úkolů.",ALL
NPRG043,P,ENG,requirements for assessment of study,"The final grade is determined by the sum of points from the assignments.
",ALL
NPRG043,S,CZE,sylabus,"Proces vývoje a tvorby software, inherentní a zavlečená složitost.

Návrh rozhraní (API), obecné principy, návrh veřejných tříd a metod rozhraní.

Návrh tříd, abstrakce a zapouzdření, dědičnost vs. kompozice, polymorfizmus, immutability.

Základní principy objektového návrhu (Single responsibility principle, Open-closed principle, Liskov substitution principle, Interface segregation principle, Dependency inversion principle).

Jednotkové testování, testovatelný design.

Principy objektového návrhu v návrhových vzorech (strategy, observer, decorator, factory).

Návrh metod, metody jako abstrakce, název a účel metody, délka a soudržnost kódu, práce s parametry a vracení hodnot, používání výjimek.

Defenzivní programování, kontrola vstupů a použití assertů, obsluha chyb.

Obecná pravidla pro práci s proměnnými a konstantami, názvové konvence, základní datové typy.

Obecná pravidla pro práci s řídícími strukturami a primitivy, organizace kódu, refaktoring.
",ALL
NPRG043,S,ENG,syllabus,"Software construction and development, essential and accidental complexity.

Interface (API) design, guiding principles, designing API classes and methods.

Class design guidelines, abstraction and encapsulation, inheritance and composition, polymorphism, immutability.

Basic object-oriented design principles (Single responsibility principle, Open-closed principle, Liskov substitution principle, Interface segregation principle, Dependency inversion principle).

Unit testing, testable design.

Design principles in design patterns (strategy, observer, decorator, factory).

Method design guidelines, method as an abstraction, purpose and cohesion, naming and length, input parameters and return values, using exceptions.

Defensive programming, checking inputs, using assertions, error handling.

Guidelines for using variables and constants, naming conventions, fundamental data types.

Structured programming primitives, organization of code, refactoring.

Layout and style, documentation.
",ALL
NPRG044,A,CZE,anotace,"Cílem předmětu je seznámit posluchače s řešením problémů a s postupy programování aplikací s grafickým 
uživatelským rozhraním na platformě Java.
Předpokládá se znalost Javy na úrovni předmětu NPRG013 Java.
",ALL
NPRG044,S,CZE,sylabus,"Swing
JavaFX
Platforma Netbeans
Platforma Eclipse
Další UI frameworky
",ALL
NPRG044,S,ENG,syllabus,"Swing 
JavaFX
Netbeans Platform
Eclipse Platform
Other UI frameworks
",ALL
NPRG044,A,ENG,annotation,"In this course students will explore problem solutions and approaches to programming GUI applications 
on top of the Java platform.
The knowledge of Java in the extent of the course ""NPRG013 Java"" is assumed.
",ALL
NPRG045,S,ENG,syllabus,"The Individual software project is usually started in a summer term of the second year of study and may be extended into a bachelor thesis.
After an introductory lecture in the first week of the term, the students are individually assigned to supervisors. The rest of the course is organized as their individual work and consultations with the supervisor. The development consists of a detailed specification, implementation, testing, deployment, developer documentation and a user's guide.
",ALL
NPRG051,A,CZE,anotace,"Pokročilý kurz programování v jazyce C++. Pokračování kurzu ""NPRG041 Programování v C++"".
",ALL
NPRG051,A,ENG,annotation,"Advanced C++ programming course. Continuation of the course ""NPRG041 Programming in C++"".
",ALL
NPRG051,S,CZE,sylabus,"- Implementace kontejnerů a iterátorů, R-value reference, inicializátory
- Pokročilé definice šablony, šablony s proměnlivým počtem parametrů
- Typová inference, dedukce parametrů, inicializace
- Politiky, traits, kompilační polymorfismus, generické programování
- Podpora paralelního programování, paměťový model
- Vlákna, TLS, synchronizace, atomické operace
- Výjimky, bezpečné programování s výjimkami
- Normy C++17/20/23
",ALL
NPRG051,S,ENG,syllabus,"- Implementation of containers and interators, r-value references, initializers
- Advanced template programming, variadic templates
- Functors, policy classes, traits, compile-time polymorphism
- Type inference, uniform intialization
- Important elements of the standard library, smart pointers
- Parallel programming support, memory model
- Threads, TLS, synchronization, atomic operations
- Exceptions, exception-safe programming
",ALL
NPRG054,A,CZE,anotace,"Kurz programování se zaměřením na výpočetní výkon.
Vlastnosti moderních procesorů a paměťové hierarchie.
Schopnosti a limity optimalizace překladačem, automatická a manuální vektorizace.
Efektivní implementace základních algoritmů lineární algebry a zpracování dat.
Pro absolvování předmětu je nezbytná znalost v rozsahu předmětu NPRG041 - Programování v C++!
",ALL
NPRG054,A,ENG,annotation,"Programming focused to performance. 
Modern processor features and the memory hierarchy. Compiler optimization and its limits; automatic and manual vectorization.
Effective implementation of basic linear-algebra and data-processing algorithms.
The course requiers knowledge in scope of the course NPRG041 - Programming in C++!
",ALL
NPRG054,S,CZE,sylabus,"- Vztah mezi výkonem software a moderními programovacími jazyky a metodologiemi
- Architektury současných procesorů a jejich vliv na výkon
- Schopnosti a limity optimalizace překladačem
- Měření a ladění výkonu, profilery
- Vektorové instrukce a jejich použití v C++
- Paměťová hierarchie a její typické vlastnosti u dnešních výpočetních systémů
- Cache-aware a cache-oblivious algoritmy
- Výkonově významné úlohy lineární algebry a zpracování dat

Tato přednáška se nezabývá paralelním programováním - viz NPRG042 Programování v paralelním prostředí.",ALL
NPRG054,S,ENG,syllabus,"- Software performance vs. modern programming languages and methodologies
- Current processor architectures and their impact on performance
- Compiler optimization techniques and their limits
- Performance measurement and tuning, profilers
- Vector instructions and their use in C++ 
- Memory hierarchy and its typical properties in current computers
- Cache-aware and cache-oblivious algorithms
- Selected performance-critical problems of linear algebra and data processing

This course does not cover parallel programming - see NPRG042 Programming in Parallel Environment.
",ALL
NPRG062,S,CZE,sylabus,"* Algoritmy a jejich efektivita.

- Algoritmus - vlastnosti, důkaz správnosti, porovnávání kvality algoritmů.
- Časová a paměťová složitost algoritmů, asymptotická složitost, notace „velké O“.
- Složitost algoritmu v nejhorším, nejlepším a průměrném případě. 

* Základní algoritmy a techniky.

- Dělitelnost - Eukleidův algoritmus, prvočíselný rozklad.
- Prvočísla - test prvočíselnosti, Eratosthenovo síto.
- Rozklad čísla na cifry, převody mezi číselnými soustavami.
- „Dlouhá čísla“ - uložení, operace.
- Hornerovo schéma, rychlé umocňování.

* Základní datové struktury.

- Vyhledávání v poli - sekvenční, binární.
- Abstraktní datové typy: zásobník, fronta, prioritní fronta, slovník.
- Hešovací tabulky - princip, řešení kolizí.
- Halda. Binární vyhledávací strom, princip vyvažování.

* Třídění.

- Třídění čísel v poli - přímé metody (SelectSort, InsertSort, BubbleSort).
- Haldové třídění (HeapSort), QuickSort.
- Složitost problému vnitřního třídění.
- Přihrádkové třídění (CountingSort, BucketSort, RadixSort).
- Poznámka o vnějším třídění.

* Rekurze.

- Rekurze - princip, příklady, efektivita.
- Binární strom - reprezentace, prohledávání, použití.
- Reprezentace aritmetického výrazu binárním stromem.
- Notace aritmetického výrazu (infix, prefix, postfix) - vyhodnocení, převody.
- Obecný strom - reprezentace, průchod, použití.

* Prohledávání stavového prostoru.

- Rekurzivní algoritmy založené na zkoušení všech možností - backtracking.
- Prohledávání do hloubky a do šířky - princip, použití, realizace.
- Zrychlení pomocí ořezávání a heuristik.
- Strom hry, algoritmus minimaxu, alfa-beta prořezávání.

* Základní grafové algoritmy.

- Reprezentace grafu.
- Prohledávání grafů do hloubky a do šířky a jejich aplikace.

* Obecné metody návrhu algoritmů.

- Zrychlení předvýpočtem. 
- Hladový algoritmus. 
- Metoda „Rozděl a panuj“. 
- Memoizace.",ALL
