"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NMMA440,Diferenciální rovnice v Banachových prostorech,Differential Equations in Banach Spaces,"2024","9999","11320","32-KMA",N,"2","1",ENG,"2","0",,,HT,K,4,,,,,
NMMA461,Regularita Navier - Stokesových rovnic,Regularity of Navier - Stokes Equations,"2017","9999","11320","32-MUUK",V,"3","1",ENG,"0","2",,,HT,Z,3,"11336","10997",,,
NMMA464,Teorie potenciálu 2,Potential Theory 2,"2018","9999","11320","32-KMA",Z,"2","1",CZE,"2","0",,,HT,K,3,,,,,
NMMA466,Aplikace diferenciálních rovnic v biologii,Applications of Differential Equations in Biology,"2020","2020","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"11269",,,,
NMMA466,Aplikace diferenciálních rovnic v biologii,Applications of Differential Equations in Biology,"2021","2021","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"16394",,,,
NMMA466,Aplikace diferenciálních rovnic v biologii,Applications of Differential Equations in Biology,"2022","2022","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"12944","16394",,,
NMMA466,Aplikace diferenciálních rovnic v biologii,Applications of Differential Equations in Biology,"2023","2023","11320","32-KSVI",V,"2","1",CZE,"2","0",,,HT,K,3,"16394",,,,
NMMA466,Aplikace diferenciálních rovnic v biologii,Applications of Differential Equations in Biology,"2024","9999","11320","32-KMA",V,"2","1",CZE,"2","0",,,HT,K,3,"16394",,,,
NMMA475,Geometrie Banachových prostorů 1,Geometry of Banach Spaces 1,"2016","9999","11320","32-KMA",Z,"1","1",CZE,"2","0",,,HT,K,3,,,,,
NMMA482,Vybrané partie z harmonické analýzy 2,Selected topics in harmonic analysis 2,"2021","2021","11320","32-KMA",V,"2","1",ENG,"2","0",,,HT,K,3,"35909","80462",,,
NMMA482,Vybrané partie z harmonické analýzy 2,Selected topics in harmonic analysis 2,"2022","2022","11320","32-KMA",N,"2","1",ENG,"2","0",,,HT,K,3,"35909","80462",,,
NMMA482,Vybrané partie z harmonické analýzy 2,Selected topics in harmonic analysis 2,"2023","2023","11320","32-KMA",V,"2","1",ENG,"2","0",,,HT,K,3,"35909",,,,
NMMA482,Vybrané partie z harmonické analýzy 2,Selected topics in harmonic analysis 2,"2024","9999","11320","32-KMA",N,"2","1",ENG,"2","0",,,HT,K,3,"35909",,,,
NMMA570,Hyperbolické systémy a zákony zachování,Hyperbolic Systems and Conservation Laws,"2016","9999","11320","32-KMA",Z,"2","1",CZE,"2","0",,,HT,K,3,"11761",,,,
NMMA571,Geometrické aspekty harmonické analýzy,Geometric Aspect of Harmonic Analysis,"2018","9999","11320","32-KMA",Z,"1","1",CZE,"2","0",,,HT,K,3,,,,,
NMMA651,Algebry operátorů na Banachových prostorech a operátorové ideály,Algebras of operators on Banach spaces and operator ideals,"2021","2021","11320","32-KMA",V,"1","1",ENG,"2","0",,,HT,K,3,"82504","82507",,,
NMMA651,Algebry operátorů na Banachových prostorech a operátorové ideály,Algebras of operators on Banach spaces and operator ideals,"2022","9999","11320","32-KMA",N,"1","1",ENG,"2","0",,,HT,K,3,"82504","82507",,,
NMMB302,Aplikovaná kryptografie 2,Applied Cryptography 2,"2019","2020","11320","32-KA",V,"2","1",CZE,"2","0",,,HT,K,3,"11173",,,,
NMMB302,Aplikovaná kryptografie 2,Applied Cryptography 2,"2021","2021","11320","32-KA",V,"2","1",CZE,"2","0",,,HT,K,3,"50002",,,,
NMMB302,Aplikovaná kryptografie 2,Applied Cryptography 2,"2022","9999","11320","32-KA",N,"2","1",CZE,"2","0",,,HT,K,3,"50002",,,,
NMMB331,Booleovské funkce,Boolean functions,"2020","9999","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"50002",,,,
NMMB349,Bakalářské konzultace: Informační bezpečnost,Bachelor's Thesis: Information security,"2015","9999","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NMMB438,Základy spojité optimalizace,Fundamentals of Continuous Optimization,"2020","2020","11320","32-KA",V,"2","1",CZE,"2","2",,,HT,*,6,"11291","12426",,,
NMMB438,Základy spojité optimalizace,Fundamentals of Continuous Optimization,"2021","9999","11320","32-KA",V,"2","1",CZE,"2","2",,,HT,*,6,"11291","12426",,,
NMMB471,Výběrový seminář z MIT,MIT Elective Seminar,"2020","2020","11320","32-KA",V,"2","1",ENG,"0","2",,,HT,Z,2,"11465",,,,
NMMB471,Výběrový seminář z MIT,MIT Elective Seminar,"2021","2021","11320","32-KA",V,"3","1",ENG,"0","2",,,HT,Z,2,"11465",,,,
NMMB471,Výběrový seminář z MIT,MIT Elective Seminar,"2022","2022","11320","32-KA",V,"3","1",ENG,"0","2",,,HT,Z,2,"11465",,,,
NMMB471,Výběrový seminář z MIT,MIT Elective Seminar,"2023","9999","11320","32-KA",V,"2","1",ENG,"0","2",,,HT,Z,2,"11465",,,,
NMMB473,Matematické modelování bezpečnosti,Mathematical modeling of security,"2021","9999","11320","32-KA",V,"3","1",ENG,"0","2",,,HT,Z,2,"50002",,,,
NMMB621,Doktorandský seminář z kryptologie,Doctoral seminar in cryptology,"2018","2023","11320","32-KA",V,"3","1",ENG,"0","2",,,HT,Z,3,"50002",,,,
NMMB621,Doktorandský seminář z kryptologie,Doctoral seminar in cryptology,"2024","9999","11320","32-KA",V,"3","1",ENG,"0","2",,,HT,Z,3,"50002",,,,
NMMO534,Nelineární diferenciální rovnice a nerovnice 2,Nonlinear Differential Equations and Inequalities 2,"2020","2020","11320","32-MUUK",V,"2","1",CZE,"3","1",,,HT,*,6,"11512",,,,
NMMO534,Nelineární diferenciální rovnice a nerovnice 2,Nonlinear Differential Equations and Inequalities 2,"2021","2022","11320","32-MUUK",V,"2","1",CZE,"3","1",,,HT,*,6,"11512",,,,
NMMO534,Nelineární diferenciální rovnice a nerovnice 2,Nonlinear Differential Equations and Inequalities 2,"2023","9999","11320","32-MUUK",N,"2","1",CZE,"3","1",,,HT,*,6,"11512",,,,
NMMO594,Jednoduché matematické modely v biologii 2,Simple mathematical models in biology 2,"2018","9999","11320","32-MUAV",N,"2","1",CZE,"2","0",,,HT,K,3,"13013",,,,
NMMO622,Nelineární diferenciální rovnice a nerovnice pro doktorandy II,Nonlinear Differential Equations and Inequalities for Ph.D. Students II,"2020","2020","11320","32-MUUK",N,"2","1",CZE,"2","0",,,HT,K,3,"11512",,,,
NMMO622,Nelineární diferenciální rovnice a nerovnice pro doktorandy II,Nonlinear Differential Equations and Inequalities for Ph.D. Students II,"2021","9999","11320","32-MUUK",Z,"2","1",CZE,"2","0",,,HT,K,3,"11512",,,,
NMMX402,Číselné algoritmy,Numerical Algorithms,"2019","2020","11320","32-STUD",V,"2","1",ENG,"3","1",,,HT,*,6,"12129",,,,
NMMX402,Číselné algoritmy,Numerical Algorithms,"2021","2021","11320","32-STUD",V,"2","1",ENG,"2","1",,,HT,*,5,"12129",,,,
NMMX402,Číselné algoritmy,Numerical Algorithms,"2022","9999","11320","32-STUD",V,"2","1",ENG,"2","1",,,HT,*,5,"12129",,,,
NMNM336,Úvod do metody konečných prvků,Introduction to the Finite Element Method,"2015","9999","11320","32-KNM",V,"2","1",CZE,"2","2",,,HT,*,5,"11500",,,,
NMNV406,Nelineární diferenciální rovnice,Nonlinear differential equations,"2020","9999","11320","32-KNM",V,"2","1",ENG,"2","2",,,HT,*,5,"11502",,,,
NMNV411,Algoritmy maticových iteračních metod,Algorithms for matrix iterative methods,"2020","2020","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"11668",,,,
NMNV411,Algoritmy maticových iteračních metod,Algorithms for matrix iterative methods,"2021","9999","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"11668",,,,
NMNV464,Aposteriorní numerická analýza metodou vyvážených toků,A Posteriori Numerical Analysis Based on the Method of Equilibrated Fluxes,"2020","2020","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"28376",,,,
NMNV464,Aposteriorní numerická analýza metodou vyvážených toků,A Posteriori Numerical Analysis Based on the Method of Equilibrated Fluxes,"2021","2021","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"28376",,,,
NMNV464,Aposteriorní numerická analýza metodou vyvážených toků,A Posteriori Numerical Analysis Based on the Method of Equilibrated Fluxes,"2022","2022","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"28376",,,,
NMNV464,Aposteriorní numerická analýza metodou vyvážených toků,A Posteriori Numerical Analysis Based on the Method of Equilibrated Fluxes,"2023","2023","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"28376",,,,
NMNV464,Aposteriorní numerická analýza metodou vyvážených toků,A Posteriori Numerical Analysis Based on the Method of Equilibrated Fluxes,"2024","9999","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"28376",,,,
NMNV468,Numerical Linear Algebra for data science and informatics,Numerical Linear Algebra for data science and informatics,"2020","2020","11320","32-KNM",V,"2","1",ENG,"2","2",,,HT,*,5,"68974",,,,
NMNV468,Numerical Linear Algebra for data science and informatics,Numerical Linear Algebra for Data Science and Informatics,"2021","9999","11320","32-KNM",V,"2","1",ENG,"2","2",,,HT,*,5,"68974",,,,
NMNV501,Řešení nelineárních algebraických rovnic,Solution of Nonlinear Algebraic Equations,"2018","2020","11320","32-KNM",V,"1","1",CZE,"2","2",,,HT,*,5,"13003",,,,
NMNV501,Řešení nelineárních algebraických rovnic,Solution of Nonlinear Algebraic Equations,"2021","9999","11320","32-KNM",N,"1","1",CZE,"2","2",,,HT,*,5,"13003",,,,
NMNV543,Aproximace funkcí 1,Approximation of functions 1,"2020","2020","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"14271",,,,
NMNV543,Aproximace funkcí 1,Approximation of functions 1,"2021","2022","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"14271",,,,
NMNV543,Aproximace funkcí 1,Approximation of functions 1,"2023","9999","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"14271",,,,
NMNV565,High-Performance Computing for Computational Science,High-Performance Computing for Computational Science,"2020","2020","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"68974",,,,
NMNV565,High-Performance Computing for Computational Science,High-Performance Computing for Computational Science,"2021","9999","11320","32-KNM",V,"1","1",ENG,"2","2",,,HT,*,5,"68974",,,,
NMNV568,Aproximace funkcí 2,Approximation of functions 2,"2020","2020","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMNV568,Aproximace funkcí 2,Approximation of functions 2,"2021","2021","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMNV568,Aproximace funkcí 2,Approximation of functions 2,"2022","2022","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMNV568,Aproximace funkcí 2,Approximation of functions 2,"2023","2023","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMNV568,Aproximace funkcí 2,Approximation of functions 2,"2024","9999","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMOD010,Statistické modelování v ekonomii,Statistical Modelling in Economics,"2005","9999","11320","32-KPMS",Z,"2","1",,"2","2",,,HT,*,6,"12334",,,,
NMOD013,Seminář z mechaniky kontinua,Seminar on Continuum Mechanics,"2007","9999","11320","32-MUUK",Z,"3","1",,"0","2",,,HT,Z,3,"11836","11590","12416",,
NMOD042,Matematická analýza modelů termodynamiky nenewtonovských tekutin,Mathematical Analysis of Models in Non-Newtonian Fluid Thermodynamics,"2018","9999","11320","32-MUUK",Z,"2","1",CZE,"2","0",,,HT,K,3,"11512","12416",,,
NMOD043,Teorie směsí,Theory of Mixtures,"2018","9999","11320","32-MUUK",Z,"2","1",CZE,"2","0",,,HT,K,3,"12416","13217",,,
NMOD060,Seminář modelování přenosu částic,Seminar on Modelling Particle Transport,"2013","9999","11320","32-KNM",Z,"1","2",CZE,"0","2","0","2",HT,ZZ,6,"12408",,,,
NMSA260,Principy statistického uvažování,Principles of Statistical Reasoning,"2020","2020","11320","32-KPMS",V,"2","1",CZE,"0","2",,,HT,Z,2,"17952",,,,
NMSA260,Principy statistického uvažování,Principles of Statistical Reasoning,"2021","2021","11320","32-KPMS",V,"2","1",ENG,"0","2",,,HT,Z,2,"17952",,,,
NMSA260,Principy statistického uvažování,Principles of Statistical Reasoning,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,2,"17952","68435",,,
NMSA260,Principy statistického myšlení,Principles of Statistical Thought,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,2,"68435",,,,
NMSA260,Principy statistického myšlení,Principles of Statistical Reasoning,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,2,"13759",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2020","2020","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"11521",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2021","2021","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"11521",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631","11521",,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631","11521",,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631",,,,
NMSA336,Úvod do optimalizace,Introduction to Optimisation,"2020","9999","11320","32-KPMS",N,"2","1",CZE,"2","1",,,HT,*,4,"11888",,,,
NMSA407,Lineární regrese,Linear Regression,"2020","2021","11320","32-KPMS",V,"1","1",ENG,"4","2",,,HT,*,8,"12631",,,,
NMSA407,Lineární regrese,Linear Regression,"2022","2022","11320","32-KPMS",V,"1","1",ENG,"4","2",,,HT,*,8,"12436",,,,
NMSA407,Lineární regrese,Linear Regression,"2023","9999","11320","32-KPMS",V,"1","1",ENG,"4","2",,,HT,*,8,"12436",,,,
NMSA431,Stochastické problémy ve vědě a praxi,Stochastic problems in research and practice,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"0","1",,,HT,Z,1,"12098","68435",,,
NMSA431,Stochastické problémy ve vědě a praxi,Stochastic Problems in Research and Practice,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"0","1",,,HT,Z,1,"12098","68435",,,
NMSA431,Stochastické problémy ve vědě a praxi,Stochastic Problems in Research and Practice,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"0","1",,,HT,Z,1,"12098",,,,
NMST424,Matematická statistika 3,Mathematical statistics 3,"2022","2022","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11521",,,,
NMST424,Matematická statistika 3,Mathematical Statistics 3,"2023","9999","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11521",,,,
NMST533,Asymptotické metody inference,Asymptotic Inference Methods,"2020","2021","11320","32-KPMS",N,"1","1",CZE,"2","0",,,HT,K,3,"11521",,,,
NMST533,Asymptotické metody inference,Asymptotic Inference Methods,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,3,"11559",,,,
NMST533,Asymptotické metody inference,Asymptotic Inference Methods,"2023","2023","11320","32-KPMS",N,"1","1",CZE,"2","0",,,HT,K,3,"11559",,,,
NMST533,Asymptotické metody inference,Asymptotic Inference Methods,"2024","9999","11320","32-KPMS",N,"1","1",CZE,"2","0",,,HT,K,3,"11559",,,,
NMST541,Statistická kontrola jakosti,Statistical Quality Control,"2020","2020","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11626",,,,
NMST541,Statistická kontrola jakosti,Statistical Quality Control,"2021","2021","11320","32-KPMS",N,"2","1",CZE,"2","2",,,HT,*,5,"11626",,,,
NMST541,Statistická kontrola jakosti,Statistical Quality Control,"2022","2022","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11626",,,,
NMST541,Statistická kontrola jakosti,Statistical Quality Control,"2023","2023","11320","32-KPMS",N,"2","1",CZE,"2","2",,,HT,*,5,"11626",,,,
NMST541,Statistická kontrola jakosti,Statistical Quality Control,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11626",,,,
NMST547,Pokročilé aspekty prostředí R,Advanced aspects of R environment,"2022","2022","11320","32-KPMS",N,"1","1",ENG,"0","2",,,HT,Z,3,"12631",,,,
NMST547,Pokročilé aspekty prostředí R,Advanced aspects of R environment,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,3,"12631",,,,
NMST547,Pokročilé aspekty prostředí R,Advanced aspects of R environment,"2024","9999","11320","32-KPMS",N,"2","1",ENG,"0","2",,,HT,Z,3,"12631",,,,
NMTD103,Programování pro deskriptivní geometrii I,Computer programming for descriptive geometry I,"2020","2020","11320","32-KDM",V,"1","1",CZE,"1","2",,,HT,Z,3,"17187",,,,
NMTD103,Programování pro deskriptivní geometrii I,Computer programming for descriptive geometry I,"2021","2021","11320","32-KDM",V,"1","1",CZE,"1","2",,,HT,Z,3,"17187",,,,
NMTD103,Programování pro deskriptivní geometrii I,Computer programming for descriptive geometry I,"2022","2022","11320","32-KDM",V,"1","1",CZE,"0","2",,,HT,Z,3,"11329","11664",,,
NMTD103,Programování pro deskriptivní geometrii I,Computer programming for descriptive geometry I,"2023","9999","11320","32-KDM",V,"1","1",CZE,"0","2",,,HT,Z,3,"11329","11664",,,
NMTD104,Programování pro deskriptivní geometrii II,Computer programming for descriptive geometry II,"2020","2020","11320","32-KDM",V,"2","1",CZE,"2","2",,,HT,*,4,"17187",,,,
NMTD104,Programování pro deskriptivní geometrii II,Computer programming for descriptive geometry II,"2021","2021","11320","32-KDM",V,"2","1",CZE,"2","2",,,HT,*,4,"17187",,,,
NMTD104,Programování pro deskriptivní geometrii II,Computer programming for descriptive geometry II,"2022","9999","11320","32-KDM",V,"2","1",CZE,"2","2",,,HT,*,4,"11329","11664",,,
NMTD202,Deskriptivní geometrie IV,Descriptive geometry IV,"2020","2020","11320","32-KDM",V,"2","1",CZE,"2","4",,,HT,*,7,"17187","10728",,,
NMTD202,Deskriptivní geometrie IV,Descriptive geometry IV,"2021","2021","11320","32-KDM",V,"2","1",CZE,"2","4",,,HT,*,7,"17187","10728",,,
NMTD202,Deskriptivní geometrie IV,Descriptive geometry IV,"2022","9999","11320","32-KDM",V,"2","1",CZE,"2","4",,,HT,*,7,"17187","10728",,,
NMTD205,Projektivní geometrie I,Projective geometry I,"2020","2021","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11494",,,,
NMTD205,Projektivní geometrie I,Projective geometry I,"2022","9999","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11494",,,,
NMTD302,Počítačová geometrie II,Computer geometry II,"2020","2020","11320","32-KDM",N,"2","1",CZE,"4","2",,,HT,*,7,"12324","17187",,,
NMTD302,Počítačová geometrie II,Computer geometry II,"2021","2021","11320","32-KDM",V,"2","1",CZE,"4","2",,,HT,*,7,"12324","17187",,,
NMTD302,Počítačová geometrie II,Computer geometry II,"2022","9999","11320","32-KDM",V,"2","1",CZE,"2","4",,,HT,*,7,"12324","17187",,,
NMTD404,Kartografie,Cartography,"2020","2020","11320","32-KDM",V,"2","1",CZE,"2","0",,,HT,K,2,"16457",,,,
NMTD404,Kartografie,Cartography,"2021","9999","11320","32-KDM",V,"2","1",CZE,"2","0",,,HT,K,2,"16457",,,,
NMTM105,Aritmetika a algebra I,Arithmetic and algebra I,"2019","2020","11320","32-KDM",V,"1","1",CZE,"2","1",,,HT,*,3,"17787","12947",,,
NMTM105,Aritmetika a algebra I,Arithmetic and algebra I,"2021","9999","11320","32-KDM",V,"1","1",CZE,"2","1",,,HT,*,3,"17787","12947",,,
NMTM207,Finanční matematika,Financial mathematics,"2020","2020","11320","32-KDM",V,"1","1",CZE,"0","2",,,HT,Z,2,"10728","11914",,,
NMTM207,Finanční matematika,Financial mathematics,"2021","2023","11320","32-KDM",V,"1","1",CZE,"0","2",,,HT,Z,2,"10728","11914",,,
NMTM207,Finanční matematika,Financial mathematics,"2024","9999","11320","32-KDM",V,"1","1",CZE,"0","2",,,HT,Z,2,"10728",,,,
NMTM405,Didaktika matematiky I,Didactics of Mathematics I,"2020","2020","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11765",,,,
NMTM405,Didaktika matematiky I,Didactics of Mathematics I,"2021","2022","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11765",,,,
NMTM405,Didaktika matematiky I,Didactics of Mathematics I,"2023","9999","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11765","83601",,,
NMTM503,Logika a teorie množin,Logic and set theory,"2020","2020","11320","32-KDM",N,"1","1",CZE,"2","0",,,HT,K,2,"12731",,,,
NMTM503,Logika a teorie množin,Logic and set theory,"2021","9999","11320","32-KDM",V,"1","1",CZE,"2","0",,,HT,K,2,"12731",,,,
NMTP434,Principy invariance,Invariance Principles,"2020","2022","11320","32-KPMS",V,"2","1",CZE,"4","0",,,HT,K,6,"11345",,,,
NMTP434,Principy invariance,Invariance Principles,"2023","9999","11320","32-KPMS",V,"2","1",CZE,"4","0",,,HT,K,6,"11345",,,,
NMTP436,Spojité martingaly a čítací procesy,Continuous Martingales and Counting Processes,"2020","2021","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"11576",,,,
NMTP436,Spojité martingaly a čítací procesy,Continuous Martingales and Counting Processes,"2022","9999","11320","32-KPMS",N,"2","1",CZE,"2","0",,,HT,K,3,"11576",,,,
NMTP532,Ergodická teorie,Ergodic Theory,"2020","2020","11320","32-KPMS",V,"2","1",CZE,"3","0",,,HT,K,4,"11741",,,,
NMTP532,Ergodická teorie,Ergodic Theory,"2021","2023","11320","32-KPMS",V,"2","1",CZE,"3","0",,,HT,K,4,"11741",,,,
NMTP532,Ergodická teorie,Ergodic Theory,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"3","0",,,HT,K,4,"11741",,,,
NMTP535,Vybrané partie z teorie míry,Selected Topics on Measure Theory,"2020","2020","11320","32-MUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"11769",,,,
NMTP535,Vybrané partie z teorie míry,Selected Topics on Measure Theory,"2021","2021","11320","32-MUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"11769",,,,
NMTP535,Vybrané partie z teorie míry,Selected Topics on Measure Theory,"2022","2023","11320","32-MUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"11769",,,,
NMTP535,Vybrané partie z teorie míry,Selected Topics on Measure Theory,"2024","9999","11320","32-MUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"11769",,,,
NMTP543,Stochastické diferenciální rovnice,Stochastic Differential Equations,"2020","2020","11320","32-KPMS",V,"1","1",CZE,"4","0",,,HT,K,6,"11741",,,,
NMTP543,Stochastické diferenciální rovnice,Stochastic Differential Equations,"2021","9999","11320","32-KPMS",V,"1","1",CZE,"4","0",,,HT,K,6,"11741",,,,
NMTP567,Vybrané partie ze stochastické analýzy,Selected Topics on Stochastic Analysis,"2018","2023","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,3,"11741",,,,
NMTP567,Vybrané partie ze stochastické analýzy,Selected Topics on Stochastic Analysis,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"11741",,,,
NMTP578,Teorie kvantové pravděpodobnosti,Quantum Probability Theory,"2020","2023","11320","32-KPMS",N,"2","1",CZE,"2","0",,,HT,K,3,"10935",,,,
NMTP578,Teorie kvantové pravděpodobnosti,Quantum Probability Theory,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"10935",,,,
NMTP613,Seminář z pravděpodobnosti pro doktorandy I,Seminar on Probability for Ph.D. Students I,"2019","2022","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,2,"11614",,,,
NMTP613,Seminář z pravděpodobnosti pro doktorandy I,Seminar on Probability for Ph.D. Students I,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,2,"12178",,,,
NMTP613,Seminář z pravděpodobnosti pro doktorandy I,Seminar on Probability for Ph.D. Students I,"2024","9999","11320","32-KPMS",N,"1","1",CZE,"0","2",,,HT,Z,2,"12178",,,,
NMUE024,Lineární algebra I,Linear Algebra I,"2019","9999","11320","32-KA",Z,"1","1",CZE,"2","2",,,HT,*,6,,,,,
NMUE032,Pravděpodobnost a statistika II,Probability and Statistics II,"2009","9999","11320","32-KPMS",Z,"2","1",,"2","1",,,HT,*,5,"12354",,,,
NMUG104,Programování pro deskriptivní geometrii II,Computer programming for descriptive geometry II,"2019","9999","11320","32-KDM",N,"2","1",CZE,"2","2",,,HT,*,5,"11318",,,,
NMUG312,Pedagogicko-didaktická propedeutika deskriptivní geometrie,Pedagogic-Didactic Propaedeutics of Descriptive Geometry,"2018","9999","11320","32-KDM",V,"2","1",CZE,"1","2",,,HT,Q,3,"16457",,,,
NMUM105,Základy aritmetiky a algebry I,Introduction to Arithmetics and Algebra II,"2019","2022","11320","32-KDM",N,"1","1",CZE,"1","1",,,HT,Q,2,"17787",,,,
NMUM105,Základy aritmetiky a algebry I,Introduction to Arithmetics and Algebra II,"2023","9999","11320","32-KDM",Z,"1","1",CZE,"1","1",,,HT,Q,2,"17787",,,,
NMUM162,Matematický proseminář II,Introductory seminar in mathematics II,"2019","2022","11320","32-KDM",N,"2","1",CZE,"0","2",,,HT,Z,2,"16457",,,,
NMUM162,Matematický proseminář II,Introductory seminar in mathematics II,"2023","9999","11320","32-KDM",Z,"2","1",CZE,"0","2",,,HT,Z,2,"16457",,,,
NMUM201,Matematická analýza III,Mathematical Analysis III,"2019","2020","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11914","12731",,,
NMUM201,Matematická analýza III,Mathematical Analysis III,"2021","2022","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11914","12731",,,
NMUM201,Matematická analýza III,Mathematical Analysis III,"2023","9999","11320","32-KDM",Z,"1","1",CZE,"2","2",,,HT,*,5,"11914","12731",,,
NMUM305,Dějiny matematiky I,History of Mathematics I,"2018","2020","11320","32-KDM",V,"1","1",CZE,"2","0",,,HT,Z,2,"17787","13001",,,
NMUM305,Dějiny matematiky I,History of Mathematics I,"2021","2022","11320","32-KDM",N,"1","1",CZE,"2","0",,,HT,Z,2,"17787","13001",,,
NMUM305,Dějiny matematiky I,History of Mathematics I,"2023","9999","11320","32-KDM",Z,"1","1",CZE,"2","0",,,HT,Z,2,"17787","13001",,,
NMUM364,Didakticko-historický seminář II,Seminar (didactics and history) II,"2019","9999","11320","32-KDM",Z,"2","1",CZE,"0","2",,,HT,Z,2,"12947",,,,
NMUM467,Reformy výuky matematiky,Mathematics Teaching Reforms,"2016","2020","11320","32-KDM",N,"1","1",CZE,"2","0",,,HT,Z,2,"13001",,,,
NMUM467,Reformy výuky matematiky,Mathematics Teaching Reforms,"2021","9999","11320","32-KDM",Z,"1","1",CZE,"2","0",,,HT,Z,2,"13001",,,,
